星官,Bayer 編號,DEJ2000 (度),Flamsteed,HIP,RAJ2000 (度),Star 1,Star 2,Vmag (視星等),序號,星點,英文星名
參宿,ψ Ori,3.095674,30 Ori,25473,81.709285,"30,ψ Ori獵戶","30,ψ Ori",4.590000153,2523,參宿增十一,
天社,,-53.524636,,42829,130.899146,,,7.769999981,2876,天社增四,
天津,,34.982775,35 Cyg,100122,304.662791,35 Cyg天鵝,35 Cyg,5.139999866,1396,天津增十四,
內屏,π Vir,6.614322,8 Vir,58590,180.218292,"8,π Vir室女","8,π Vir",4.65,386,內屏三,
氐宿,,-18.158658,28 Lib,75110,230.223657,28 Lib天秤,28 Lib,6.159999847,944,氐宿增十三,
勢,β LMi,36.707212,31 LMi,51233,156.970832,"31,β LMi小獅","31,β LMi",4.199999809,217,勢增四,
天鉤,α Cep,62.585573,5 Cep,105199,319.644881,"5,α Cep仙王","5,α Cep",2.45,1628,天鉤五,Alderamin
昴宿,,24.28947,16 Tau,17489,56.200898,16 Tau金牛,16 Tau,5.449999809,2205,昴宿增九,
常陳,,40.660181,2 CVn,59831,184.031456,2 CVn獵犬,2 CVn,5.69,444,常陳六,
蛇腹,δ Hyi,-68.659418,,11001,35.437261,δ Hyi水蛇,δ Hyi,4.08,3167,蛇腹三,
五車,ι Aur,33.16609,3 Aur,23015,74.248412,"3,ι Aur御夫","3,ι Aur",2.69,2342,五車一,
華蓋,,71.743843,,5926,19.049578,,,5.87,90,華蓋三,
異雀,ε Aps,-80.108945,,70248,215.5965,ε Aps天燕,ε Aps,5.06,3134,異雀九,
天市左垣,,26.262403,3 Vul,95260,290.712016,3 Vul狐狸,3 Vul,5.21999979,689,齊增八,
女宿,,-5.823066,12 Aqr,103981,316.019686,12 Aqr寶瓶,12 Aqr,5.53000021,1346,女宿增四,
天柱,κ Cep,77.711419,1 Cep,99255,302.222279,"1,κ Cep仙王","1,κ Cep",4.380000114,37,天柱增二,
常陳,,38.533886,15 CVn,64217,197.425129,15 CVn獵犬,15 CVn,6.25,450,常陳增五,
折威,,-25.028616,3 Lib,71652,219.841711,3 Lib天秤,3 Lib,7.18,911,折威三,
天苑,,-21.81002,,11287,36.351104,,,7.670000076,2275,天苑增七,
霹靂,ω Psc,6.863321,28 Psc,118268,359.827873,"28,ω Psc雙魚","28,ω Psc",4.03,1856,霹靂五,
孔雀,λ Pav,-62.187594,,92609,283.054312,λ Pav孔雀,λ Pav,4.22,3138,孔雀四,
天紀,,32.699469,26 Her,80648,246.990421,26 Her武仙,26 Her,6.869999886,724,天紀增五,
鳥喙,ρ Tuc,-65.46803,,3330,10.618221,ρ Tuc杜鵑,ρ Tuc,5.38,3175,鳥喙五,
翼宿,α Crt,-18.298783,7 Crt,53740,164.943603,"7,α Crt巨爵","7,α Crt",4.08,3046,翼宿一,Alkes
敗臼,λ Gru,-39.543353,,109111,331.528689,λ Gru天鶴,λ Gru,4.47,1518,敗臼二,
芻?,,-6.422116,67 Cet,10642,34.246018,67 Cet鯨魚,67 Cet,5.51,2244,芻?三,
軍市,ο2 CMa,-23.833291,24 CMa,33977,105.756136,"24,ο2 CMa大犬","24,ο2 CMa",3.019999981,2722,軍市增五,
河鼓,γ Aql,10.613261,50 Aql,97278,296.564915,"50,γ Aql天鷹","50,γ Aql",2.72,1225,河鼓三,Tarazed
勾陳,,84.346177,,113116,343.60403,,,4.7,14,勾陳六,
三公,,49.015973,24 CVn,66234,203.613581,24 CVn獵犬,24 CVn,4.68,188,三公二,
柳宿,δ Hya,5.703782,4 Hya,42313,129.414026,"4,δ Hya長蛇","4,δ Hya",4.14,2878,柳宿一,
井宿,,23.740909,9 Gem,29840,94.244606,9 Gem雙子,9 Gem,6.239999771,2613,鉞增一,
天市右垣,β Her,21.489613,27 Her,80816,247.555,"27,β Her武仙","27,β Her",2.78,609,一 河中,Kornephoros
羽林軍,,-25.236927,20 PsA,112362,341.385055,20 PsA南魚,20 PsA,6.52,1760,羽林軍十,
市樓,ν Ser,-12.846875,53 Ser,84880,260.206921,"53,ν Ser巨蛇","53,ν Ser",4.320000172,583,市樓增一,
九州殊口,w Eri,-2.95473,32 Eri,18255,58.572925,"32,w Eri波江","32,w Eri",4.460000038,2407,九州殊口增二,
天錢,,-33.047896,7 PsA,106703,324.203336,7 PsA南魚,7 PsA,6.099999905,1561,天錢增四,
天籥,,-24.284297,5 Sgr,88142,270.048103,5 Sgr人馬,5 Sgr,6.639999866,1125,天籥增三,
天田,,3.537903,84 Vir,66936,205.765468,84 Vir室女,84 Vir,5.349999905,807,天田增三,
軍市,π CMa,-20.136497,19 CMa,33302,103.905962,"19,π CMa大犬","19,π CMa",4.659999847,2724,軍市增七,
老人,η Col,-42.815135,,28328,89.786689,η Col天鴿,η Col,3.960000038,2747,老人增三,
庫樓,γ Cen,-48.959888,,61932,190.379328,γ Cen半人馬,γ Cen,2.2,850,庫樓七,
羽林軍,ε PsA,-27.043617,18 PsA,111954,340.163917,"18,ε PsA南魚","18,ε PsA",4.18,1758,羽林軍八,
文昌,,54.015918,21 UMa,46239,141.407687,21 UMa大熊,21 UMa,7.360000134,241,文昌增三,
軍市,ν1 CMa,-18.659904,6 CMa,31564,99.09521,"6,ν1 CMa大犬","6,ν1 CMa",5.710000038,2718,軍市增一,
天街,υ Tau,22.813583,69 Tau,20711,66.576931,"69,υ Tau金牛","69,υ Tau",4.28000021,2322,天街增三,
八穀,,59.448543,14 Lyn,33048,103.271039,14 Lyn天貓,14 Lyn,5.340000153,303,八穀增廿九,
七公,,52.900048,16 Dra,81290,249.047585,16 Dra天龍,16 Dra,5.53000021,768,七公增二,
天節,c2 Tau,12.197609,93 Tau,21735,70.01424,"93,c2 Tau金牛","93,c2 Tau",5.45,2397,天節六,
天船,,50.222174,29 Per,15404,49.657256,29 Per英仙,29 Per,5.159999847,2139,天船增一,
心宿,σ Sco,-25.592796,20 Sco,80112,245.29715,"20,σ Sco天蠍","20,σ Sco",2.9,1042,心宿一,Al Niyat
柱史,φ Dra,71.337814,43 Dra,89908,275.189293,"43,φ Dra天龍","43,φ Dra",4.22,49,柱史,
井宿,,16.078998,41 Gem,33715,105.065934,41 Gem雙子,41 Gem,5.730000019,2606,井宿增十四,
天社,χ Car,-52.98236,,38827,119.194643,χ Car船底,χ Car,3.460000038,2873,天社增一,
紫微左垣,,71.311417,11 Cep,107119,325.48039,11 Cep仙王,11 Cep,4.550000191,133,上衛增二,
壘壁陣,,-11.228199,54 Aqr,110786,336.673614,54 Aqr寶瓶,54 Aqr,6.980000019,1743,壘壁陣增一,
進賢,,-8.708898,,62844,193.189612,,,8.670000076,821,進賢增六,
青丘,,-32.83134,,56452,173.622863,,,5.96,3092,青丘六,
天街,ω2 Tau,20.578591,50 Tau,19990,64.315253,"50,ω2 Tau金牛","50,ω2 Tau",4.93,2319,天街二,
軒轅,ν Cnc,24.452915,69 Cnc,44405,135.684439,"69,ν Cnc巨蟹","69,ν Cnc",5.449999809,2983,軒轅增廿三,
勾陳,θ UMi,77.349352,15 UMi,76008,232.853872,"15,θ UMi小熊","15,θ UMi",5,26,勾陳增七,
離珠,,-3.357794,68 Aql,100977,307.103772,68 Aql天鷹,68 Aql,6.119999886,1352,離珠增一,
弧矢,,-26.351326,,37590,115.700636,,,5.639999866,2775,弧矢增十八,
奎宿,,29.751557,28 And,2355,7.530688,28 And仙女,28 And,5.199999809,1896,奎宿增一,
小斗,,-79.504373,,43012,131.479796,,,5.79,3243,小斗七,
奎宿,ψ3 Psc,19.658408,81 Psc,5454,17.455008,"81,ψ3 Psc雙魚","81,ψ3 Psc",5.570000172,1902,奎宿增七,
霹靂,γ Psc,3.282289,6 Psc,114971,349.291408,"6,γ Psc雙魚","6,γ Psc",3.7,1853,霹靂二,
三角形,α TrA,-69.027715,,82273,252.166229,α TrA南三角,α TrA,1.91,3121,三角形三,Atria
天田,o Vir,3.658967,78 Vir,58948,203.533046,"78,o Vir室女","78,o Vir",4.92,804,天田一,
紫微左垣,π Cep,75.387496,33 Cep,114222,346.974381,"33,π Cep仙王","33,π Cep",4.41,130,七 少衛,
三台,,47.385982,25 Lyn,38623,118.621934,25 Lyn天貓,25 Lyn,6.25,461,上台增三,
參宿,b Ori,1.474629,51 Ori,26885,85.6193,"51,b Ori獵戶","51,b Ori",4.900000095,2528,參宿增十六,
天田,τ Vir,1.544532,93 Vir,68520,210.411639,"93,τ Vir室女","93,τ Vir",4.230000019,811,天田增七,
天籥,c Oph,-23.962643,51 Oph,85755,262.853975,"51,c Oph蛇夫","51,c Oph",4.78,1120,天籥六,
人,,22.325908,33 Vul,103511,314.56813,33 Vul狐狸,33 Vul,5.300000191,1566,人增一,
五諸侯,θ Gem,33.961254,34 Gem,33018,103.197243,"34,θ Gem雙子","34,θ Gem",3.6,2638,五諸侯一,
爟,ψ Cnc,25.507334,14 Cnc,40023,122.613256,"14,ψ Cnc巨蟹","14,ψ Cnc",5.73,2817,爟一,
天市左垣,,22.645076,113 Her,92818,283.687022,113 Her武仙,113 Her,4.570000172,682,齊增一,
紫微左垣,υ Dra,71.297192,52 Dra,92782,283.599394,"52,υ Dra天龍","52,υ Dra",4.82,128,五 少弼,
外屏,,7.299928,62 Psc,3760,12.072542,62 Psc雙魚,62 Psc,5.920000076,1966,外屏增八,
北斗,,54.585128,44 UMa,53261,163.393548,44 UMa大熊,44 UMa,5.119999886,167,天璇增八,
座旗,,39.320549,63 Aur,34752,107.913857,63 Aur御夫,63 Aur,4.909999847,2500,座旗增六,
南河,δ3 CMi,3.371725,9 CMi,36812,113.566217,"9,δ3 CMi小犬","9,δ3 CMi",5.829999924,2682,南河增三,
奎宿,η And,23.417648,38 And,4463,14.301667,"38,η And仙女","38,η And",4.4,1880,奎宿一,
軒轅,γ Leo,19.841489,41 Leo,50583,154.993144,"41,γ Leo獅子","41,γ Leo",2.01,2955,軒轅十二,Algieba
陣車,f Lup,-30.148673,2 Lup,74857,229.457663,"2,f Lup豺狼","2,f Lup",4.35,989,陣車三,
軒轅,,11.607682,,48988,149.919358,,,9.039999962,3001,軒轅增四一,
亢宿,,0.717271,108 Vir,72154,221.375855,108 Vir室女,108 Vir,5.679999828,886,亢宿增九,
左更,,19.855301,26 Ari,11678,37.660076,26 Ari白羊,26 Ari,6.139999866,2046,左更增一,
羽林軍,c1 Aqr,-23.743116,86 Aqr,114119,346.670189,"86,c1 Aqr寶瓶","86,c1 Aqr",4.48,1780,羽林軍卅,
天紀,η Her,38.922254,44 Her,81833,250.724022,"44,η Her武仙","44,η Her",3.480000019,720,天紀增一,
農丈人,,-35.641987,,91918,281.080668,,,4.86,1185,農丈人,
九卿,ρ Vir,10.235625,30 Vir,61960,190.471069,"30,ρ Vir室女","30,ρ Vir",4.88,369,九卿一,
天廩,s Tau,11.336442,4 Tau,16322,52.601954,"4,s Tau金牛","4,s Tau",5.14,2152,天廩二,
天棓,μ Dra,54.470043,21 Dra,83608,256.333817,"21,μ Dra天龍","21,μ Dra",4.909999847,343,天棓增九,
廁,,-19.165866,19 Lep,29048,91.923492,19 Lep天兔,19 Lep,5.28000021,2578,廁增三,
八穀,,62.691132,14 Cam,24348,78.380183,14 Cam鹿豹,14 Cam,6.49,270,八穀四,
天大將軍,,50.792794,2 Per,8714,28.039046,2 Per英仙,2 Per,5.699999809,2029,天大將軍增十六,
斛,,4.207203,36 Her,81634,250.146461,36 Her武仙,36 Her,6.920000076,564,斛增五,
罰,ψ Sco,-10.064253,15 Sco,79375,242.999952,"15,ψ Sco天蠍","15,ψ Sco",4.929999828,1023,罰增二,
天鉤,,63.584472,30 Cep,111797,339.662721,30 Cep仙王,30 Cep,5.190000057,1648,天鉤增十六,
五帝座,o Leo,15.646818,95 Leo,58159,178.91889,"95,o Leo獅子","95,o Leo",5.53,348,五帝座四,
離瑜,γ Mic顯,-32.257767,,103738,315.322751,γ Mic顯微鏡,γ Mic顯,4.670000076,1499,離瑜增一,
柱,,30.086453,,26658,84.985931,,,8.11,2374,柱九*,
左更,ρ Ari,18.023119,46 Ari,13702,44.108979,"46,ρ Ari白羊","46,ρ Ari",5.579999924,2049,左更增四,
天紀,w Her,32.467743,72 Her,84862,260.164863,"72,w Her武仙","72,w Her",5.380000114,732,天紀增十三,
火鳥,β Scl,-37.818268,,116231,353.242747,β Scl玉夫,β Scl,4.38,3193,火鳥一,
太尊,ψ UMa,44.498487,52 UMa,54539,167.415868,"52,ψ UMa大熊","52,ψ UMa",3,201,太尊,
壘壁陣,,-19.231015,,106768,324.406976,,,7.449999809,1750,壘壁陣增八,
斗,,5.021086,9 Her,79488,243.314289,9 Her武仙,9 Her,5.460000038,551,斗增七,
奎宿,,43.942092,41 And,5317,17.003537,41 And仙女,41 And,5.039999962,1914,奎宿增十九,
造父,μ Cep,58.780046,,107259,325.87692,μ Cep仙王,μ Cep,4.23,1617,造父四,The Garnet Star
螣蛇,,49.0153,8 And,115022,349.436029,8 And仙女,8 And,4.82,1691,螣蛇十八,
天倉,ζ Cet,-10.335038,55 Cet,8645,27.86514,"55,ζ Cet鯨魚","55,ζ Cet",3.74,2057,天倉四,Baten Kaitos
軒轅,ρ Leo,9.306586,47 Leo,51624,158.202799,"47,ρ Leo獅子","47,ρ Leo",3.84,2959,軒轅十六,
氐宿,ζ1 Lib,-16.716484,32 Lib,75730,232.064201,"32,ζ1 Lib天秤","32,ζ1 Lib",5.639999866,947,氐宿增十六,
參宿,,-4.355659,9 Mon,30700,96.753647,9 Mon麒麟,9 Mon,6.5,2536,參宿增廿四,
角宿,,-5.16401,66 Vir,65420,201.138453,66 Vir室女,66 Vir,5.760000229,800,角宿增十六,
牛宿,α1 Cap,-12.508212,5 Cap,100027,304.411956,"5,α1 Cap摩羯","5,α1 Cap",4.300000191,1208,牛宿增六,
外廚,c Hya,-3.906424,,41307,126.415135,c Hya長蛇,c Hya,3.910000086,2842,外廚增三,
亢宿,,-2.29915,11 Lib,72631,222.754464,11 Lib天秤,11 Lib,4.929999828,885,亢宿增八,
虛梁,,-5.387164,44 Aqr,110023,334.277082,44 Aqr寶瓶,44 Aqr,5.75,1549,虛梁一,
十二國,ζ Cap,-22.411332,34 Cap,105881,321.666775,"34,ζ Cap摩羯","34,ζ Cap",3.77,1460,燕,
王良,α Cas,56.537331,18 Cas,3179,10.126835,"18,α Cas仙后","18,α Cas",2.24,1922,王良四,Shedir
水位,f Gem,17.674519,74 Gem,37300,114.869136,"74,f Gem雙子","74,f Gem",5.039999962,2667,水位增三,
建,,-22.16219,30 Sgr,92480,282.710378,30 Sgr人馬,30 Sgr,6.289999962,1152,建增五,
昴宿,,23.711855,,17900,57.431376,,,6.170000076,2209,昴宿增十三,
土公,,-0.50561,14 Cet,2787,8.886806,14 Cet鯨魚,14 Cet,5.940000057,1850,土公增十,
外屏,,6.995136,88 Psc,5824,18.676633,88 Psc雙魚,88 Psc,6.039999962,1961,外屏增三,
奎宿,,21.250472,54 Psc,3093,9.840859,54 Psc雙魚,54 Psc,5.880000114,1898,奎宿增三,
星宿,ι Hya,-1.14281,35 Hya,47431,144.964008,"35,ι Hya長蛇","35,ι Hya",3.9,2910,星宿四,
天棓,z Her,48.394152,88 Her,87280,267.513893,"88,z Her武仙","88,z Her",6.78000021,337,天棓增三,
外廚,,-13.47968,,40205,123.176367,,,8.159999847,2854,外廚增十五,
外屏,δ Psc,7.585079,63 Psc,3786,12.170601,"63,δ Psc雙魚","63,δ Psc",4.44,1952,外屏一,
斗宿,τ Sgr,-27.670423,40 Sgr,93864,286.735037,"40,τ Sgr人馬","40,τ Sgr",3.32,1108,斗宿五,
進賢,,-3.368488,46 Vir,63494,195.14978,46 Vir室女,46 Vir,5.989999771,818,進賢增三,
螣蛇,,59.332692,2 Cas,114365,347.433911,2 Cas仙后,2 Cas,5.679999828,1710,螣蛇增十五,
宦者,,18.433213,54 Her,82802,253.842364,54 Her武仙,54 Her,5.349999905,536,宦者增二,
離宮,,22.498775,71 Peg,116264,353.367057,71 Peg飛馬,71 Peg,5.329999924,1672,離宮增七,
孔雀,δ Pav,-66.182068,,99240,302.181702,δ Pav孔雀,δ Pav,3.55,3140,孔雀六,
右旗,ν Aql,0.33857,32 Aql,95585,291.629538,"32,ν Aql天鷹","32,ν Aql",4.64,1238,右旗四,
天園,e Eri,-43.069783,82 Eri,15510,49.981878,"82,e Eri波江","82,e Eri",4.260000229,2469,天園增三,
井宿,,28.984354,53 Aur,31737,99.595861,53 Aur御夫,53 Aur,5.760000229,2595,井宿增三,
參旗,,9.47178,13 Ori,23852,76.909638,13 Ori獵戶,13 Ori,6.150000095,2433,參旗增八,
龜,γ Ara,-56.377727,,85267,261.348579,γ Ara天壇,γ Ara,3.31,1090,龜二,
鶴,α Gru,-46.960975,,109268,332.058273,α Gru天鶴,α Gru,1.73,3179,鶴一,Alnair
積屍,,20.007788,39 Cnc,42516,130.026744,39 Cnc巨蟹,39 Cnc,6.389999866,2814,積屍增一,
波斯,,-53.105639,,107463,326.489681,,,9.17,3154,波斯五*,
紫微右垣,α Dra,64.375851,11 Dra,68756,211.097291,"11,α Dra天龍","11,α Dra",3.67,105,一 右樞,Thuban
天理,,61.778368,,56035,172.269013,,,5.829999924,198,天理增一,
閣道,ο Cas,48.284364,22 Cas,3504,11.181324,"22,ο Cas仙后","22,ο Cas",4.48,1946,閣道六,
雷電,,18.400667,75 Peg,116611,354.486678,75 Peg飛馬,75 Peg,5.489999771,1727,雷電增七,
杵,π2 Peg,33.178224,29 Peg,109410,332.49685,"29,π2 Peg飛馬","29,π2 Peg",4.28,1571,杵二,
內平,,39.631708,16 LMi,48256,147.557786,16 LMi小獅,16 LMi,6.639999866,3025,內平增二,
左旗,,23.101281,14 Vul,98375,299.793908,14 Vul狐狸,14 Vul,5.679999828,1283,左旗增十九,
井宿,,28.263134,54 Aur,31852,99.888,54 Aur御夫,54 Aur,6.019999981,2597,井宿增五,
漸台,ν1 Lyr,32.81282,8 Lyr,92398,282.441308,"8,ν1 Lyr天琴","8,ν1 Lyr",5.929999828,1311,漸台增六,
孔雀,η Pav,-64.723872,,86929,266.43328,η Pav孔雀,η Pav,3.61,3135,孔雀一,
天倉,,-15.676359,49 Cet,7345,23.657412,49 Cet鯨魚,49 Cet,5.619999886,2077,天倉增十八,
紫微左垣,,74.847573,23 Cas,3721,11.941889,23 Cas仙后,23 Cas,5.42,131,八 少丞,
弧矢,,-30.33457,,38901,119.41711,,,4.76,2752,弧矢四,
織女,ζ1 Lyr,37.605115,6 Lyr,91971,281.193156,"6,ζ1 Lyr天琴","6,ζ1 Lyr",4.34,1297,織女三,
羽林軍,,-21.59823,47 Aqr,110391,335.398201,47 Aqr寶瓶,47 Aqr,5.12,1754,羽林軍四,
貫索,LQ Her,23.122726,10 Her,79724,244.069668,"10,LQ Her武仙","10,LQ Her",6.570000172,756,貫索增十,
柱,η Aur,41.234474,10 Aur,23767,76.62872,"10,η Aur御夫","10,η Aur",3.18,2368,柱三,
杠,,70.264604,38 Cas,7078,22.807317,38 Cas仙后,38 Cas,5.82,103,杠九,
飛魚,α Vol,-66.396077,,44382,135.61165,α Vol飛魚,α Vol,4,3225,飛魚一,
積薪,,23.14098,82 Gem,38106,117.140163,82 Gem雙子,82 Gem,6.179999828,2659,積薪增二,
參宿,,5.41997,63 Ori,28812,91.242429,63 Ori獵戶,63 Ori,5.670000076,2531,參宿增十九,
太微左垣,γ Vir,-1.449375,29 Vir,61941,190.415176,"29,γ Vir室女","29,γ Vir",2.74,405,二 東上相,Porrima
鬼宿,d1 Cnc,18.3322,20 Cnc,41117,125.840994,"20,d1 Cnc巨蟹","20,d1 Cnc",5.940000057,2795,鬼宿增二,
天市右垣,τ3 Ser,17.655555,15 Ser,76337,233.888459,"15,τ3 Ser巨蛇","15,τ3 Ser",6.099999905,630,周增五,
九坎,,-41.082012,,103440,314.34692,,,8.31,1337,九坎三*,
翼宿,,-21.554999,,56161,172.688298,,,9,3062,翼宿十七*,
天鉤,,61.99542,66 Dra,98962,301.386996,66 Dra天龍,66 Dra,5.400000095,1633,天鉤增一,
狗國,,-36.101212,,99461,302.799742,,,5.320000172,1178,狗國增三,
角宿,,-10.546288,58 Vir,64834,199.363857,58 Vir室女,58 Vir,6.889999866,795,角宿增十一,
羽林軍,b1 Aqr,-20.10058,98 Aqr,115438,350.742612,"98,b1 Aqr寶瓶","98,b1 Aqr",3.96,1784,羽林軍卅四,
離珠,l Aql,-1.105121,71 Aql,101847,309.584511,"71,l Aql天鷹","71,l Aql",4.31,1349,離珠二,
房宿,,-23.818078,42 Lib,76742,235.070397,42 Lib天秤,42 Lib,4.96999979,1012,房宿增三,
墳墓,,4.43169,37 Peg,111062,337.491406,37 Peg飛馬,37 Peg,5.510000229,1545,墳墓增三,
軫宿,,-19.658982,31 Crt,58587,180.213165,31 Crt巨爵,31 Crt,5.28000021,3081,軫宿增三,
牛宿,β2 Cap,-14.784892,,100325,305.193952,β2 Cap摩羯,β2 Cap,6.090000153,1214,牛宿增十二,
五帝座,β Leo,14.57206,94 Leo,57632,177.264907,"94,β Leo獅子","94,β Leo",2.14,345,五帝座一,Denebola
九斿,,-16.217159,60 Eri,22479,72.548402,60 Eri波江,60 Eri,5.03,2443,九斿六,
柳宿,ε Hya,6.418809,11 Hya,43109,131.693794,"11,ε Hya長蛇","11,ε Hya",3.38,2882,柳宿五,
波斯,,-55.883487,,108626,330.101033,,,6.02,3156,波斯七*,
鱉,,-37.343241,,92989,284.168738,,,5.36,1194,鱉九,
三公,,3.572716,35 Vir,62443,191.964217,35 Vir室女,35 Vir,6.42,383,三公三,
天雞,e2 Sgr,-16.123996,55 Sgr,96950,295.629724,"55,e2 Sgr人馬","55,e2 Sgr",5.06,1158,天雞一,
北斗,,57.864118,70 UMa,60212,185.212011,70 UMa大熊,70 UMa,5.539999962,169,天權增二,
天倉,,-2.27916,40 Cet,5985,19.24586,40 Cet鯨魚,40 Cet,6.519999981,2064,天倉增五,
天狗,d Vel,-42.649276,,42884,131.099779,d Vel船帆,d Vel,4.05,2861,天狗二,
危宿,,12.076492,17 Peg,108339,329.234883,17 Peg飛馬,17 Peg,5.539999962,1537,危宿增十三,
司祿,d Aqr,2.243558,25 Aqr,106944,324.888608,"25,d Aqr寶瓶","25,d Aqr",5.099999905,1478,司祿增二,
北斗,,58.405742,74 UMa,60978,187.488853,74 UMa大熊,74 UMa,5.369999886,168,天權增一,
左攝提,ο Boo,16.96428,35 Boo,72125,221.31025,"35,ο Boo牧夫","35,ο Boo",4.6,902,左攝提一,
三台,λ UMa,42.914365,33 UMa,50372,154.274131,"33,λ UMa大熊","33,λ UMa",3.45,455,中台一,Tania Borealis
軒轅,,21.179422,20 Leo,48218,147.458727,20 Leo獅子,20 Leo,6.099999905,2989,軒轅增廿九,
右旗,e Aql,-2.788887,36 Aql,95937,292.665989,"36,e Aql天鷹","36,e Aql",5.03000021,1251,右旗增八,
鶴,ρ Gru,-41.414347,,112203,340.874903,ρ Gru天鶴,ρ Gru,4.84,3187,鶴九,
大角,,19.065433,,69969,214.76673,,,6.860000134,892,大角增二,
市樓,τ Oph,-8.180349,69 Oph,88404,270.770499,"69,τ Oph蛇夫","69,τ Oph",4.77,579,市樓三,
弧矢,,-17.228408,6 PuP,38211,117.421672,6 PuP船尾,6 PuP,5.170000076,2769,弧矢增十二,
壁宿,,28.842389,79 Peg,117500,357.414143,79 Peg飛馬,79 Peg,5.949999809,1815,壁宿增四,
敗瓜,κ Del,10.086203,7 Del,101916,309.782434,"7,κ Del海豚","7,κ Del",5.07,1357,敗瓜五,
室宿,β Peg,28.082789,53 Peg,113881,345.943573,"53,β Peg飛馬","53,β Peg",2.44,1652,室宿二,Sheat
羽林軍,,-21.369458,100 Aqr,116118,352.925172,100 Aqr寶瓶,100 Aqr,6.24,1782,羽林軍卅二,
五諸侯,,27.637857,59 Gem,35941,111.13939,59 Gem雙子,59 Gem,5.769999981,2643,五諸侯增一,
諸王,τ Tau,22.956926,94 Tau,21881,70.561257,"94,τ Tau金牛","94,τ Tau",4.27,2337,諸王六,
天大將軍,ξ And,45.528778,46 And,6411,20.585083,"46,ξ And仙女","46,ξ And",4.869999886,2015,天大將軍增二,
天田,ψ Cap,-25.270898,16 Cap,102485,311.523887,"16,ψ Cap摩羯","16,ψ Cap",4.13,1334,天田四,
七公,τ Her,46.313366,22 Her,79992,244.935153,"22,τ Her武仙","22,τ Her",3.91,761,七公二,
天廩,t Tau,9.373438,6 Tau,16511,53.149788,"6,t Tau金牛","6,t Tau",5.760000229,2155,天廩增一,
牛宿,ξ2 Cap,-12.617498,2 Cap,99572,303.107795,"2,ξ2 Cap摩羯","2,ξ2 Cap",5.84,1199,牛宿三,
天門,,-18.134168,89 Vir,67494,207.467848,89 Vir室女,89 Vir,4.960000038,835,天門增九,
七公,,43.138567,2 Her,77907,238.65771,2 Her武仙,2 Her,5.349999905,778,七公增十二,
柱,τ1 Lup,-45.221424,,70574,216.534266,τ1 Lup豺狼,τ1 Lup,4.56,858,柱四,
孔雀,β Pav,-66.203213,,102395,311.23956,β Pav孔雀,β Pav,3.42,3141,孔雀七,
郎位,,22.629259,23 Com,61394,188.71284,23 Com后髮,23 Com,4.8,431,郎位十一,
軒轅,,23.503095,35 Leo,50319,154.13454,35 Leo獅子,35 Leo,5.949999809,2990,軒轅增卅,
尚書,,65.039124,20 Dra,82898,254.105283,20 Dra天龍,20 Dra,6.400000095,58,尚書增二,
傳舍,,66.750351,16 Cas,2707,8.603839,16 Cas仙后,16 Cas,6.47,310,傳舍二,
墳墓,,4.393766,34 Peg,110785,336.655773,34 Peg飛馬,34 Peg,5.760000229,1543,墳墓增一,
九卿,,10.295671,20 Vir,61246,188.261996,20 Vir室女,20 Vir,6.289999962,379,九卿增八,
天壘城,,-9.748552,19 Aqr,105761,321.30428,19 Aqr寶瓶,19 Aqr,5.71,1514,天壘城十三,
天潢,,33.958054,19 Aur,24879,80.003838,19 Aur御夫,19 Aur,5.05,2378,天潢一,
輦道,R Lyr,43.946089,13 Lyr,92862,283.833756,"13,R Lyr天琴","13,R Lyr",4.08,1313,輦道一,
五諸侯,φ Gem,26.765783,83 Gem,38538,118.374226,"83,φ Gem雙子","83,φ Gem",4.97,2642,五諸侯五,
騎官,λ Lup,-45.279858,,74117,227.210897,λ Lup豺狼,λ Lup,4.07,996,騎官五,
庫樓,τ Cen,-48.541304,,61622,189.425681,τ Cen半人馬,τ Cen,3.85,851,庫樓八,
芻?,,-7.831597,80 Cet,12107,39.000201,80 Cet鯨魚,80 Cet,5.53000021,2252,芻?增五,
卷舌,ξ Per,35.791033,46 Per,18614,59.741255,"46,ξ Per英仙","46,ξ Per",3.98,2215,卷舌三,Menkib
天船,d Per,46.498878,53 Per,20354,65.388195,"53,d Per英仙","53,d Per",4.800000191,2144,天船增六,
天市右垣,ω Ser,2.196509,34 Ser,77578,237.573112,"34,ω Ser巨蛇","34,ω Ser",5.210000038,648,巴增二,
張宿,κ Hya,-14.332292,38 Hya,47452,145.076514,"38,κ Hya長蛇","38,κ Hya",5.07,3039,張宿五,
虛宿,,-4.519478,15 Aqr,105164,319.546137,15 Aqr寶瓶,15 Aqr,5.829999924,1469,虛宿增五,
外廚,,-7.982292,3 Hya,42146,128.867493,3 Hya長蛇,3 Hya,5.71999979,2843,外廚增四,
