HIP,中文星名,英文星名
48990,軒轅增五十,
48991,中台增一*,
49029,軒轅增卅八,
49081,內平增九,
49193,三師二*,
49321,張宿四,
49329,軒轅增五一,
49402,張宿增一,
49530,軒轅增五二,
49583,軒轅十三,
49593,內平二,
49637,軒轅十七 禦女,
49669,軒轅十四,Regulus
49809,張宿增五,
49812,天相一,
49841,張宿二,
49850,軒轅增卅四,
49865,天相增一,
49929,軒轅增卅七,
49961,天相二*,
50027,軒轅增五三▅/軒轅增五四,
50099,南船四,
50100,天相增三,
50140,天相增二,
50191,天記增二,
50218,內平一,
50303,內平增十,
50316,內平增十一,
50319,軒轅增卅,
50333,軒轅增卅六,
50335,軒轅十一,Adhafera
50371,南船一,
50372,三台三 中台一,Tania Borealis
50384,軒轅增卅一,
50414,天相三,
50448,天樞增一,
50482,四輔一*,
50485,中台增四,
50564,軒轅增卅二▅/軒轅增卅三,
50583,軒轅十二,Algieba
50684,長垣增四,
50687,中台增三,
50755,軒轅增卅五,
50801,三台四 中台二,Tania Australis
50851,軒轅增五五,
50857,勢增六,
50860,勢增七/勢增十七,
50885,天相增四,
50887,天相增八,
50935,勢增八/勢增十八,
50954,南船增一,
51008,軒轅增五六,
51047,勢增五,
51056,勢增九/勢增十九,
51069,張宿三,
51117,天相增九,
51135,天相增五,
51213,軒轅增五七,
51232,海山一,
51233,勢增四,
51362,天相增六,
51384,四輔二,
51401,天樞增二,
51409,天相增七*,
51420,勢增三,
51437,天相增十,
51451,長垣增五,
51459,天璿增一,
51502,四輔三,
51556,勢二,
51576,南船二,
51585,長垣一,
51592,長垣增三,
51614,張宿增二,
51624,軒轅十六,
51685,勢一,
51718,張宿增四,
51734,陰德二,
51775,長垣四,
51802,長垣增二,
51808,陰德一▂/陰德增一,
51814,天璿增二,
51839,小斗三,
51905,張宿增三,
51914,勢增一,
51986,海山增一,
52032,勢增十,
52085,張宿六,
52098,勢增十一,
52120,長垣增一,
52139,勢增二,
52240,少微增一,
52316,天相增十一,
52353,天樞增三,
52401,長垣增六,
52419,南船三,
52422,少微增二,
52452,長垣增七,
52457,少微三,
52478,天璿增五,
52558,海山二▂,
52584,靈台增二,
52633,小斗四,
52638,勢三,
52650,天璿增六,
52660,長垣增八,
52685,天璿增四,
52686,少微四,
52689,長垣二,
52727,海山增二,
52737,翼宿增三,
52763,長垣增九,
52882,勢增十四,
52884,翼宿增二,
52911,長垣三,
52913,天相增十二,
52943,翼宿五,
52959,勢增十五▂/勢增十六,
52980,翼宿增一,
53037,翼宿增四,
53043,天璿增七,
53064,天璿增三,
53229,勢四,
53252,翼宿增五,
53261,天璿增八,
53295,天牢一,
53355,少微增三,
53377,勢增十二,
53417,少微二/少微增九,
53423,靈台增三,
53426,勢增十三,
53439,少微增八,
53449,靈台增一,
53460,靈台增四,
53492,少微增四,
53721,天牢三,
53740,翼宿一,Alkes
53807,靈台三,
53824,靈台二,
53838,天牢五,
53907,靈台增五,
53910,北斗二 天璿,Merak
53954,西上相增一,
53963,翼宿增六,
53975,翼宿十二,
54049,靈台增七,
54061,北斗一 天樞,Dubhe
54082,海山三*★,
54182,靈台一,
54196,少微增五,
54204,翼宿廿,
54336,靈台增八,
54347,少微一,
54388,少微增七,
54477,翼宿增七,
54487,少微增六,
54515,靈台增六,
54523,翼宿十一*,
54539,太尊,
54682,翼宿十六,
54849,明堂增五,
54872,太微右垣五 西上相,Zosma
54879,太微右垣四 西次相,Chertan
54899,西次相增一*,
54951,虎賁,
55016,西次相增三,
55060,天理一,
55084,明堂增六,
55112,翼宿十九*,
55137,明堂增四,
55203,三台六 下台二,Alula Australis
55219,三台五 下台一,Alula Borealis
55266,天牢增二,
55282,翼宿七,
55434,太微右垣二 西上將,
55560,天牢六,
55598,翼宿四,
55642,太微右垣三 西次將,
55650,明堂增三,
55687,翼宿十,
55705,翼宿二,
55765,西次相增二,
55788,翼宿十八*,
55791,明堂增二,
55797,天理二,
55874,翼宿九,
55945,明堂一,
56034,天牢二,
56035,天理增一,
56080,五帝座增二,
56127,明堂三/明堂增七▂,
56146,西上相增二,
56148,天牢四,
56161,翼宿十七*,
56179,翼宿十五*,
56211,紫微右垣三 上輔,Giausar
56242,五帝座增三,
56280,青丘三,
56332,青丘四,
56343,青丘五,
56445,明堂增一,
56452,青丘六,
56473,五帝座增一,
56519,海山四*,
56561,海山五,
56583,上輔增一,
56623,青丘增三,
56633,翼宿十三,
56647,明堂二,
56657,青丘增二,
56770,天牢增一,
56779,內屏增一,
56789,太陽守增一,
56802,翼宿八,
56922,青丘七,
56975,從官,
56997,下台增一,
57007,五帝座三*,
57029,下台增二,
57047,青丘增一,
57072,翼宿廿一*,
57111,上輔增二,
57283,翼宿三,
57320,五帝座增四,
57328,內屏一,
57363,海山六,
57380,內屏二,
57399,太陽守,
57562,內屏增二,
57565,太子,
57587,翼宿十四,
57632,五帝座一,Denebola
57646,五帝座二,
57757,太微右垣一 右執法,Zavijava
57779,五帝座五,
57822,翼宿廿二*,
57936,青丘一,
58001,北斗三 天璣,Phad
58110,內屏增三,
58158,青丘二,
58159,五帝座四,
58181,天理三,
58188,翼宿六,
58259,天理四,
58484,小斗二,
58510,內屏增六,
58519,幸臣,
58587,軫宿增三,
58590,內屏三,
58684,常陳七,
58858,郎位十五,
58948,內屏四,
59196,馬尾三,
59199,右轄,Alchiba
59285,謁者增一,
59309,內屏增五,
59316,軫宿二,
59352,五諸侯增七,
59394,軫宿增四,
59449,馬尾二,
59468,郎位增三,
59501,郎位十四,
59504,大理一,
59566,四輔四*,
59608,內屏增四,
59708,相增一,
59747,十字架四,
59774,北斗四 天權,Megrez
59803,軫宿一,Gienah
59819,五諸侯五,
59831,常陳六,
59847,郎位十,
60000,小斗一,
60030,左執法增一,
60044,大理增一,
60088,軫宿增二,
60098,郎位增二,
60122,相增二,
60123,郎位增一,
60129,太微左垣一 左執法,Zaniah
60172,謁者,
60189,長沙,
60202,五諸侯增六,
60212,天權增二,
60351,郎位七,
60353,謁者增二,
60425,軫宿增五,
60467,常陳增一,
60485,相,
60514,郎位六,
60517,庫樓九,
60646,常陳五,
60697,郎位三,
60710,馬尾一,
60716,大理二*,
60718,十字架二,Acrux
60742,郎位一,
60746,郎位四,
60795,天權增三,
60823,庫樓十,
60904,郎位五,
60918,五諸侯四*,
60941,郎位九,
60957,郎位十三,
60965,軫宿三,Algorab
60978,天權增一,
60998,少尉增二,
61071,郎位八,
61084,十字架一,Gacrux
61118,郎位二*,
61174,左轄,
61246,九卿增八/九卿增九▅,
61281,紫微右垣二 少尉,
61317,常陳四,Chara
61318,軫宿增一,
61359,軫宿四,
61384,少尉增一,
61394,郎位十一,
61415,五諸侯增五,
61558,進賢增九,
61571,五諸侯增四,
61579,九卿三▅/九卿增七▅,
61585,蜜蜂三,
61622,庫樓八,
61624,三公一*,
61692,常陳三,
61724,郎位十二,
61740,進賢增八,
61932,庫樓七,
61936,內廚增二,
61937,九卿增五,
61941,太微左垣二 東上相,Porrima
61960,九卿一,
61968,三公二,
61969,進賢增七,
62098,蜜蜂二*,
62207,常陳二,
62267,九卿二,
62322,蜜蜂一,
62325,九卿增六,
62356,五諸侯三,
62394,九卿增四,
62423,內廚一,
62434,十字架三,Mimosa
62443,三公三,
62478,九卿增三,
62516,相增三,
62541,九卿增一/九卿增二,
62572,北極五 天樞 紐星,
62576,郎將增一,
62671,蜜蜂四*,
62757,東次相增一,
62763,郎將,
62844,進賢增六▅,
62857,郎將增二,
62875,進賢增一,
62886,五諸侯增二,
62933,東次將增一,
62956,北斗五 玉衡,Alioth
62985,進賢增五,
63063,東次將增二*,
63076,內廚二,
63090,太微左垣三 東次相,
63125,常陳一,Cor Caroli
63355,五諸侯二,
63414,進賢/進賢增二,
63432,內廚增一,
63462,周鼎二,
63494,進賢增三,
63533,五諸侯增三,
63608,太微左垣四 東次將,Vindemiatrix
63750,進賢增四,
63943,馬腹三*,
63945,庫樓六,
63948,五諸侯一,
63950,五諸侯增一,
64022,周鼎三,
64078,角宿增十五,
64166,平增一,
64212,常陳增七,
64217,常陳增五,
64224,角宿增十四,
64238,平道一,
64241,太微左垣五 東上將,
64244,常陳增四,
64246,常陳增六,
64355,常陳增二,
64394,周鼎一,
64407,天門一,
64520,天門增三,
64577,天門增二,
64625,角宿增十二/角宿增十三▅,
64725,天門增一,
64792,東次將增三,
64804,柱十*,
64834,角宿增十一,
64844,常陳增三,
64852,天田增一,
64906,三公三,
64924,天門增四,
64962,平一,
65074,角宿增十,
65109,柱十一,
65241,天田增二,
65301,天門增五,
65323,角宿增一,
65367,馬腹二*,
65378,北斗六 開陽,Mizar
65420,角宿增十六,
65435,太乙*,
65474,角宿一,Spica
65477,開陽增一,Alcor
65519,庫樓增一★,
65581,角宿增九,
65639,天門二,
65721,東上將增一,
65790,東上將增二,
65892,角宿增二,
65936,庫樓五,
66006,角宿增三,
66015,天門增十一,
66091,天門增六,
66098,角宿增八,
66198,輔,
66200,天田一,
66228,三公一*,
66234,三公二,
66249,角宿二,
66320,角宿增四,
66465,角宿增五,
66610,東上將增三,
66634,開陽增二,
66640,東上將增四,
66657,南門一,
66727,右攝提增三,
66738,輔增一,
66763,右攝提增二,
66803,平道二,
66936,天田增三,
66992,右攝提增四,
67057,天門增七,
67139,天門增八,
67153,柱九,
67172,角宿增七,
67231,輔增二,
67239,帝席增一,
67275,右攝提二/右攝提增五▂,
67288,天門增十,
67301,北斗七 搖光,Alkaid
67355,角宿增六,
67457,庫樓四,
67459,右攝提三,
67464,衡一,
67472,衡二,
67480,右攝提增一,
67494,天門增九,
67627,天乙,
67669,柱八,
67786,柱七,
67787,右攝提增六,
67848,輔增三,
67927,右攝提一,Muphrid
67929,天田增六,
68002,庫樓一,
68092,天田增四▅/天田增五,
68103,帝席三,
68245,衡三,
68269,平增二/平增四,
68282,柱二,
68390,平增三,
68478,帝席二,
68520,天田二/天田增七,
68523,柱一,
68702,馬腹一,Hadar
68756,紫微右垣一 右樞,Thuban
68862,衡四,
68888,亢宿增一,
68895,平二,
68933,庫樓三,Menkent
68940,亢宿增二,
68956,庶子增二,
69068,天槍增一,
69112,北極四 後宮,
69127,亢宿增三,
69226,帝席一,
69260,亢池二,
69373,天床一,
69403,亢宿增四,
69415,折威一▅/折威增一,
69427,亢宿一,
69481,天槍一,
69536,亢池三,
69673,大角,Arcturus
69701,亢宿二,Syrma
69713,天槍二,
69732,玄戈,
69754,南門增一,
69896,異雀七,
69969,大角增二▅,
69974,亢宿四,
69989,亢池四,
69996,柱三,
70012,亢宿增十二,
70027,亢池一,
70090,柱六,
70220,亢宿增十一,
70248,異雀九,
70300,柱五,
70306,折威增二,
70497,天槍三,
70574,柱四,
70602,大角增一,
70638,異雀五,
70680,亢宿增六,
70692,北極三 庶子,
70755,亢宿三,
70791,天槍增二,
70794,亢宿增五,
70890,,Proxima
71053,梗河三,
71075,招搖,Seginus
71121,車騎三,
71284,梗河二,
71304,折威二*,
71352,庫樓二,
71536,車騎二,
71618,玄戈增一,
71652,折威三,
71683,南門二,Rigil Kent
71762,左攝提二,
71795,左攝提三,
71832,左攝提增三,
71837,左攝提增二,
71860,騎官十,
71865,陽門一,
71908,南門增二,
71957,亢宿增七,
71974,折威四/折威五,
71995,梗河增五,
72010,陽門二,
72105,梗河一,Izar
72125,左攝提一,
72154,亢宿增九,
72181,天床六,
72194,氐宿增六,
72197,折威增三,
72220,亢宿增十,
72307,庶子增一*,
72323,折威增四,
72357,折威增五,
72370,異雀八,
72378,折威增七,
72487,玄戈增二,Merga
72489,氐宿增五,
72524,天槍增三,
72571,陣車一/陣車增一,
72603,氐宿增七,
72607,北極二 帝,Kocab
72622,氐宿一,Zubenelgenubi
72631,亢宿增八,
72659,左攝提增一,
72683,騎官九,
72702,氐宿增八,
72848,左攝提增四,
72929,折威六,
72934,氐宿增四,
73133,氐宿增三,
73165,氐宿增廿九,
73189,折威增六,
73199,天床五,
73249,氐宿增卅,
73273,騎官四,
73284,陣車增二,
73310,氐宿增二,
73334,騎官三,
73369,七公增六,
73440,天床增一,
73473,氐宿增一,
73536,氐宿增廿八,
73555,七公增五,Nekkar
73566,陣車二,
73568,梗河增四,
73620,氐宿增廿七,
73695,天槍增四,
73714,折威七,
73745,梗河增一,
73807,騎官八,
73808,庶子增三,
73945,氐宿增十,
73953,氐宿增九,
73996,梗河增三,
74087,梗河增二,
74117,騎官五,
74376,騎陣將軍,
74392,氐宿二,
74395,車騎一,
74493,氐宿增十一,
74596,貫索增一,
74600,氐宿增十二,
74604,頓頑二,
74605,天床二,
74649,蜀增二,
74666,七公七,
74689,氐宿增廿六,
74785,氐宿四,Zubeneschamali
74793,天床增二,
74857,陣車三,
74911,騎官七,
74946,三角形一,
74975,氐宿增廿四,
75049,貫索增二,
75097,北極一 太子,Pherkad
75110,氐宿增十三,
75118,氐宿增十七,
75119,氐宿增廿五,
75141,騎官二,
75177,頓頑一,
75264,騎官六,
75294,氐宿增十八,
75304,頓頑增一,
75312,貫索增三,
75379,氐宿增廿,
75411,七公六,Alkalurops
75458,紫微左垣一 左樞,Edasich
75530,周增一,
75695,貫索三,Nusakan
75730,氐宿增十六,
75761,氐宿增廿三,
75944,氐宿增十五,
75973,七公五,
76008,勾陳增七,
76013,三角形增三,
76041,七公增九,
76126,氐宿增十四,
76127,貫索二,
76133,氐宿增廿一,
76219,氐宿增十九,
76259,天輻增一,
76267,貫索四,Alphekka
76276,天市右垣六 秦,
76297,騎官一,
76307,七公增八,
76319,秦增一*,
76333,氐宿三,
76337,周增五,
76423,周增二,
76424,周增三,
76425,秦增二,
76427,氐宿增廿二,
76440,三角形增二,
76470,天輻一,
76534,七公增十,
76600,天輻二,
76628,日增一,
76669,七公增七,
76705,從官增一,
76742,房宿增三,
76750,三角形增四,
76810,周增四,
76852,周增七,
76866,周增十四,
76878,周增六,
76880,日,
76945,從官一,
76952,貫索五,
77048,貫索一,
77052,巴增一,
77055,勾陳四,
77060,西鹹四,
77070,天市右垣七 蜀,Unukalhai
77111,周增九,
77118,周增十*,
77163,蜀增三,
77227,天乳增一,
77233,天市右垣五 周,
77249,周增十一,
77257,蜀增一,
77277,天床三,
77336,周增十二/周增十五,
77412,周增十六,
77450,周增八,
77464,天乳增三/天乳增四,
77512,貫索六,
77516,天乳,
77578,巴增二,
77622,天市右垣八 巴,
77634,從官二,
77635,房宿增四,
77655,貫索增四,
77660,天乳增二/巴增五,
77661,貫索增十三,
77760,七公四,
77801,周增十三,
77811,房宿增一/房宿增二,
77840,房宿增五,
77853,西鹹三,
77907,七公增十二,
77952,三角形二,
77984,房宿增六,
77986,七公增十一,
78012,貫索增五,
78072,天市右垣四 鄭,
78104,房宿二,
78159,貫索七,
78207,西鹹二,
78265,房宿一,
78384,積卒二/積卒增一,
78400,罰三,
78401,房宿三,Dschubba
78436,西鹹增一,
78442,巴增三,
78459,貫索九,
78481,晉增一,
78493,貫索八,
78527,紫微左垣二 上宰,
78554,貫索增十二,
78592,七公增四,
78633,西鹹增二*,
78685,巴增四,
78727,西鹹一,
78820,房宿四,Acrab
78918,積卒一,
78933,鉤鈐一,
78970,積卒增二,
78990,鉤鈐二,
79005,罰二,
79007,斗增四,
79043,天市右垣三 晉,Marsic
79045,晉增五,
79047,斗增三,
79072,斗增五,
79101,七公三,
79102,晉增二/晉增四,
79119,貫索增六,
79248,七公增十三,
79280,勾陳增八,
79332,晉增三,
79349,貫索增十一,
79374,鍵閉,
79375,罰增二,
79387,罰增一,
79399,心宿增一,
79404,心宿增二,
79420,勾陳增十,
79488,斗增七,
79492,斗二,
79540,罰增三,
79593,天市右垣九 梁,Yed Prior
79600,天床四*,
79607,貫索增七,
79608,斗增六,
79634,斗三,
79664,三角形增一,
79666,河間增一,
79672,罰一,
79704,斗增二,
79724,貫索增十,
79757,貫索增八,
79822,勾陳增九,
79882,天市右垣十 楚,Yed Posterior
79889,貫索增九,
79992,七公二,
80047,異雀六,
80079,心宿增三,
80112,心宿一,Al Niyat
80154,尚書四*,
80170,天市右垣二 河間,
80179,列肆一,
80181,天紀一,
80214,天紀增三,
80247,天紀增四,
80331,紫微左垣三 少宰,
80343,東鹹三,
80351,斗增九,
80380,斗增八*,
80460,天紀增二,
80463,斗一/斗增一,Cujam
80473,心宿增四/心宿增九▅,
80569,東鹹二,
80628,車肆一,
80648,天紀增五,
80650,尚書二,
80704,七公增十四,
80763,心宿二 大火,Antares
80809,七公增三,
80815,心宿增五,
80816,天市右垣一 河中,Kornephoros
80883,列肆二,Marfik
80894,東鹹一,
80975,東鹹四/東鹹增二▅,
81007,斗增十/斗增十一,
81008,斗四,
81065,異雀四,
81066,天紀增六,
81126,七公增十五,
81266,心宿三,
81290,七公增二,
81292,七公增一,
81300,列肆增四,
81354,斗五,
81377,天市右垣十一 韓,
81497,七公一,
81634,斛增五,
81641,斛增六,
81660,尚書三,
81693,天紀二,
81717,斛增四,
81724,東鹹增一,
81729,天紀增七,
81734,列肆增三,
81833,天紀增一,
81852,異雀三,
81991,斛增二,
82000,天紀增八,
82007,心宿增六,
82037,列肆增二,
82073,斛四/斛增一,
82080,勾陳三,
82140,心宿增八,
82216,斛增三,
82245,心宿增七,
82273,三角形三,Atria
82321,七公增十六,
82324,天紀增十,
82363,龜四,
82369,車肆二,
82396,尾宿二,
82402,斛三,
82415,天紀增十二*,
82422,天紀增九,
82449,斛增七*,
82480,列肆增一,
82504,魏增一,
82514,尾宿一,
82526,宦者增三,
82545,尾宿增二,
82587,天紀增十一,
82671,尾宿三,
82673,斛一,
82730,車肆增一,
82780,魏增二,
82802,宦者增一/宦者增二,
82860,尚書五,
82898,尚書增二,
82960,尾宿增一,
82987,魏增三,
83000,斛二,
83081,龜五,
83126,宋增一★,
83153,龜一,
83196,天江增九,
83207,天紀三,
83262,車肆增二,
83313,天紀四,
83331,宋增二,
83430,宦者一,
83462,天紀五,
83478,宦者二,
83504,宦者增四,
83508,天江增十,
83566,天江增十一,
83608,天棓增九,Alrakis
83613,宦者三,
83684,天江增八,
83830,魏增四,
83876,魏增五,
83895,紫微左垣四 上弼,
84012,天市左垣十一 宋,Sabik
84143,尾宿四,
84177,宦者四,
84314,天江一,
84345,帝座,Rasalgethi
84379,天市左垣一 魏,
84380,女床一,
84405,天江二,
84478,天江增三,
84514,宗正增三,
84535,勾陳增五,
84573,天紀六,
84605,天江增二,
84606,女床二,
84626,天江增六,
84671,宦者增五,
84835,天棓增七,
84843,候增六*,
84862,天紀增十三,
84880,市樓四/市樓增一▂,
84887,魏增六/魏增七,
84893,天江增七,
84947,天江增四,
84969,異雀一,
84970,天江三,
84979,異雀二,
85000,候增二*,
85084,天江增一,
85112,女床三,
85129,候增一*,
85157,魏增八,
85181,天紀增十五,
85242,天江增五,
85258,杵三,
85267,龜二,
85340,天江四,
85355,宗正增二,
85379,天棓增八,
85397,市樓五,
85423,糠,
85442,糠增一,
85670,天棓三,Rastaban
85693,天市左垣二 趙,Maasym
85696,尾宿九,Lesath
85699,勾陳增六,
85703,天籥增一,
85727,龜三,
85755,天籥六,
85783,天籥七,
85790,趙增一,
85792,杵二,
85805,尚書一,
85819,天棓增一/天棓增六█,
85822,勾陳二,Yildun
85829,天棓二/天棓增五█,
85852,禦女三,
85927,尾宿八,Shaula
85979,候增三,
85998,候增五,
86032,候,Rasalhague
86036,天棓增十,
86041,候增四,
86060,天籥五,
86092,杵一,
86170,尾宿增三,
86178,天紀七,
86182,天棓增四,
86201,尚書增一,
86228,尾宿五,Girtab
86254,趙增二,
86263,天市左垣十 南海,
86284,市樓一,
86352,天籥四,
86414,天棓五,
86565,市樓二,
86614,女史增一,
86670,尾宿七,
86731,趙增三,
86736,天籥三,
86742,宗正一,Cebalrai
86768,市樓六,
86831,宗正增一,
86929,孔雀一,
86974,天市左垣三 九河,
87072,天籥八,
87073,尾宿六,
87099,天籥二*,
87108,宗正二,
87152,天紀八*,
87194,九河增一,
87212,天棓增二,
87234,天柱增六,
87261,傅說,
87280,天棓增三,
87472,尾宿增四,
87563,天紀增十四,
87585,天棓一,Grumium
87706,天籥一,
87728,女史,
87808,天紀九,
87833,天棓四,Etamin
87933,中山增一,
87937,,Barnard's Star
87998,中山增二,
88048,天市左垣九 燕,
88116,天籥增二,
88127,天柱五,
88128,帛度增三,
88136,天柱增五,
88142,天籥增三,
88149,宗人一,
88175,東海增一,
88192,宗人二,
88258,斗宿增一,
88267,帛度一,
88290,宗人三,
88331,帛度增一,
88346,屠肆增一,
88380,天籥增四,
88404,市樓三,
88601,宗人四,
88635,箕宿一,Alnasl
88657,屠肆二,
88714,杵增一,
88745,中山增三,
88765,宗人增二,
88771,宗人增一,
88794,天市左垣四 中山,
88817,中山增七,
88866,孔雀二,
88886,帛度二,
88899,帛度增二,
88964,宗人增三,
89172,中山增四,
89341,斗宿三,
89348,扶筐增一,
89439,斗宿增二/斗宿增五,
89448,柱史增二,
89594,柱史增一,
89642,箕宿四,
89773,屠肆增二,
89826,織女增四,
89861,屠肆增三,
89908,柱史,
89918,宗人增四,
89925,中山增五,
89931,箕宿二,Kaus Media
89935,中山增六,
89937,禦女四,
89962,天市左垣八 東海,
90098,孔雀增二,
90139,屠肆一,
90156,扶筐三,
90185,箕宿三,Kaus Australis
90191,織女增三,
90289,斗宿增三,
90344,扶筐增二,
90422,鱉一,
90441,東海增二,
90496,斗宿二,Kaus Borealis
90642,東海增四,
90797,孔雀三,
90844,東海增三,
90905,扶筐二,
90968,鱉十,
90982,鱉十一,
91117,天弁一,
91262,織女一,Vega
91689,斗宿增四,
91726,天弁二,
91755,扶筐一,
91792,孔雀八,
91845,天弁三,
91918,農丈人,
91919,織女二,
91926,織女增二,
91971,織女三,
91973,織女增一,
91975,徐增一,
92024,孔雀增一,
92041,斗宿一,
92043,宗一,
92112,禦女二,
92117,天弁增一,
92161,宗二,
92175,天弁四,
92308,鱉二,
92390,建增一,
92398,漸台增六,
92405,漸台增五,
92420,漸台二,Sheliak
92480,建增五,
92488,天弁增六,
92501,天弁增二,
92512,扶筐四,
92524,天弁增三,
92602,建增四,
92609,孔雀四,
92614,天市左垣五 齊,
92728,漸台增一,
92747,建增三,
92761,建增六,
92782,紫微左垣五 少弼,
92791,漸台一,
92818,齊增一,
92845,建增七,
92855,斗宿四,Nunki
92862,輦道一,
92872,徐增二,
92946,天市左垣七 徐,Alya
92989,鱉九,
92997,扶筐五,
93015,孔雀五,
93026,天弁五,
93051,徐增四,
93057,建增二,
93085,建一,
93163,孔雀增三,
93174,鱉八,
93179,吳越增二,
93194,漸台三,Sulafat
93203,吳越增三,
93244,吳越增一,
93279,漸台增四,
93340,扶筐六,
93408,輦道增一,
93429,天弁六,
93474,漸台增二*,
93506,斗宿六,Ascella
93526,天弁九,
93542,鱉三,
93683,建二,
93713,扶筐七,
93717,天弁八,
93747,天市左垣六 吳越,
93805,天弁七,
93825,鱉七,
93864,斗宿五,
93867,吳越增四,
93903,漸台四,
93917,漸台增三,
93975,齊增九,
94005,鱉四,
94068,徐增三,
94083,天柱四▂/天柱增一,
94114,鱉六,
94140,天廚增一,
94141,建三,
94160,鱉五,
94302,扶筐增四,
94376,天廚一,Altais
94382,齊增十,
94385,天弁增四,
94477,右旗增二,
94481,輦道二/輦道增二,
94484,漸台增七,
94490,扶筐增三,
94620,齊增二,
94643,狗增六,
94648,禦女一,
94703,齊增三,
94713,輦道三,
94727,右旗增一,
94779,奚仲一,
94820,建四,
94823,建增九,
94827,齊增四,
94834,吳越增五,
94859,建增十,
94982,吳越增六,
95066,天弁增五,
95073,右旗增三,
95081,天廚六,
95168,建五,
95176,建六,
95188,建增八,
95241,天淵二,Arkab
95260,齊增八,
95294,天淵一,
95347,天淵三,Rukbat
95372,輦道增八,
95398,左旗增三,
95435,左旗增二,
95447,吳越增七,
95477,狗二,
95486,狗增五,
95492,齊增七,
95498,左旗增四,
95501,右旗三,
95503,狗增四/狗增七,
95556,輦道四,
95560,左旗增五,
95564,狗增三,
95585,右旗四,
95656,奚仲增一,
95744,齊增六,
95771,齊增五,
95785,齊增十一,
95793,右旗增四,
95818,左旗增六,
95853,奚仲二,
95909,右旗增九*,
95937,右旗增七/右旗增八▂,
95947,輦道增七,Albireo
96052,輦道增九,
96081,齊增十二,
96100,天廚二,
96229,右旗一,
96275,左旗增七,
96295,,Campbell's Star
96327,右旗增十,
96387,輦道增三,
96392,右旗六,
96406,狗增一,
96441,奚仲三,
96465,狗一,
96468,右旗五/右旗增六▂,
96483,右旗八,
96516,左旗增一,
96556,右旗七,
96665,右旗二,
96683,輦道增六,
96693,天津增一,
96729,狗增二,
96757,左旗一,Sham
96807,右旗增五,
96808,天雞增一,
96837,左旗二,
96895,奚仲四,
96931,河鼓增二,
96950,天雞一,
96957,河鼓增三,
97077,左旗增八,
97118,輦道增四,
97139,河鼓增一,
97165,天津二,
97229,河鼓增九,
97278,河鼓三,Tarazed
97290,天雞二,
97295,輦道五,
97313,左旗增九★,
97365,左旗三,
97391,禦女增一*,
97433,天廚三,
97473,河鼓增四,
97496,左旗四,
97630,天津增二,
97635,奚仲增二,
97649,河鼓二,Altair
97650,右旗增十一,
97675,河鼓增五,
97679,左旗增十八,
97783,天雞增二,
97796,左旗增廿九,
97804,天桴四,
97870,奚仲增六/奚仲增七,
97886,左旗增十七,
97894,波斯一*,
97928,右旗九,
97938,河鼓增八,
97966,右旗增十二,
97980,天桴三,
98032,天淵增一,
98036,河鼓一,Alshain
98066,狗國一,
98068,天津增三,
98073,奚仲增五,
98085,左旗增廿八,
98103,河鼓增六,
98110,輦道增五,
98162,狗國四,
98234,左旗七,
98258,天雞增三,
98337,左旗五,
98353,狗國二,
98375,左旗增十九,
98401,天柱三,
98412,天淵增二,
98421,狗國增二,
98425,天津增四,
98438,左旗六,
98495,孔雀九,
98543,左旗增十,
98571,奚仲增三,
98583,天廚五,
98609,左旗增卅,
98633,牛宿增一,
98636,左旗增十六,
98658,天廚增二,
98688,狗國三,
98702,天廚四,
98754,左旗八,
98761,天淵增三,
98819,左旗增廿七,
98823,河鼓增七,
98842,狗國增一,
98844,天桴二,
98910,牛宿增三,
98920,左旗增廿六,
98953,牛宿增二,
98962,天鉤增一,
99031,天津增五,
99080,左旗增廿,
99171,天桴增一,
99240,孔雀六,
99255,天柱增二,
99303,天津增六,
99352,左旗增廿五,
99404,左旗增十三,
99461,狗國增三,
99473,天桴一,
99500,天鉤增二,
99518,左旗增十四,
99529,牛宿增四,
99531,左旗增十五,
99572,牛宿三,
99631,天桴增二,
99639,天津三,
99655,奚仲增四,
99675,天津增卅八,
99731,天鉤二,
99738,左旗增十一,
99742,左旗九,
99770,天津增七,
99825,牛宿增十,
99848,天津增卅七,
99853,左旗增廿三,
99874,左旗增十二,
99913,左旗增廿四,
99918,牛宿增五,
99951,左旗增廿一,
100027,牛宿增六,Algedi
100044,天津增九,
100062,牛宿增九,
100064,牛宿二,
100108,天津增八,
100122,天津增十四,
100195,牛宿增八,
100221,天鉤增三/天鉤增四▂,
100310,牛宿增七/牛宿增十一,
100325,牛宿增十二,
100345,牛宿一,Dabih
100435,左旗增廿二,
100453,天津一,Sadr
100587,天津增十五,
100751,孔雀十一,Peacock
100859,天津增卅六,
100881,牛宿四/牛宿增十三,
100907,天津增十,
100965,天柱增四,
100977,離珠增一,
101027,牛宿六,
101040,牛宿增十四,
101067,天津增十二,
101076,天津增十六,
101082,天柱增三,
101093,天鉤三,
101101,離珠四,
101123,牛宿五,
101138,天津增卅五,
101160,敗瓜增一,
101214,天津增十一,
101243,天津增卅四,
101260,紫微左垣六 上衛,
101421,敗瓜一,
101474,天津增十三,
101483,敗瓜二,
101589,瓠瓜五,
101641,天津增廿一,
101692,離珠一,
101716,天津增廿,
101751,羅堰增一,
101765,天津增十七,
101769,瓠瓜四,Rotanev
