HIP,中文星名,英文星名
101772,波斯二,
101800,敗瓜四,
101847,離珠二,
101867,瓠瓜增五,
101868,天津增廿二,
101882,敗瓜三,
101909,瓠瓜增六,
101916,敗瓜五,
101923,羅堰一,
101936,離珠三,
101958,瓠瓜一,Sualocin
101984,羅堰二,
102066,天津增十八,
102080,瓠瓜增一,
102098,天津四,Deneb
102177,車府增一,
102208,天柱一,
102253,天鉤一,
102281,瓠瓜三,
102353,波斯九*,
102388,天津增廿三,
102395,孔雀七,
102422,天鉤四,
102431,螣蛇增一,
102453,天津增十九,
102485,天田四,
102487,羅堰三,
102488,天津九,Gienah
102532,瓠瓜二/瓠瓜增七,
102571,天津增卅九▂/天津增四十,
102589,天津增卅,
102618,女宿一,Albali
102624,女宿四,
102633,敗瓜增三,
102724,天津增卅三,
102805,瓠瓜增二,
102816,波斯十*,
102819,敗瓜增二,
102843,天津增卅一,
102945,女宿三,
102978,天田二,
103004,天津增廿四,
103005,女宿增一,
103045,女宿二,
103048,波斯十一*,
103089,天津增卅二,
103200,天津增廿五,
103226,越,
103227,孔雀增四,
103294,瓠瓜增四/瓠瓜增八,
103298,瓠瓜增三,
103340,波斯八*,
103401,女宿增五,
103413,天津五,
103440,九坎三*,
103511,人增一,
103527,司非增二,
103569,虛宿增四,
103616,鄭,
103632,車府五,
103640,天壘城九,
103681,女宿增三,
103682,女宿增二,
103703,周二,
103728,天壘城八,
103732,車府增二,
103738,離瑜增一,
103813,虛宿增一,
103981,女宿增四,
103998,波斯三*,
104019,周一,
104031,虛宿增三,
104043,蛇尾四,
104060,車府六,
104101,虛宿增二,
104105,天柱二,
104139,秦一,
104174,離瑜增二,
104194,車府增三,
104217,天津增廿九,
104234,天田三,
104252,天壘城增一*,
104365,齊,
104382,南極星,
104419,人增二*,
104429,趙一,
104452,趙二,
104459,天壘城十/天壘城增二,
104521,司非一,
104538,司非增一/司非增三,
104555,九坎二*,
104712,九坎四*,
104732,天津八,
104746,離瑜一*,
104750,天田一,
104858,司非二,
104887,天津六,
104963,楚,
104974,天壘城七,
104987,虛宿二,Kitalpha
105019,天壘城十一,
105054,螣蛇六*,
105102,天津增廿八,
105138,天津七,
105140,離瑜二,
105143,秦二,
105164,虛宿增五,
105199,天鉤五,Alderamin
105268,天鉤增五/天鉤增六,
105412,虛宿增六,
105413,司危二,
105434,九坎一*,
105502,人二,
105515,代一,
105570,司危一,
105574,天壘城十二,
105665,魏,
105668,天壘城六,
105729,虛宿增八,
105761,天壘城十三,
105767,虛宿增七,
105777,螣蛇五*,
105811,天津增廿六,
105858,孔雀十,
105881,燕,
105928,韓,
105942,天津增廿七,
105972,天鉤增七/天鉤增八,
106032,上衛增一,Alfirk
106039,晉,
106067,離瑜三,
106093,車府增四,
106140,人一,
106278,虛宿一,Sadalsuud
106340,離瑜增三,
106432,波斯四*,
106481,車府四,
106551,車府增八,
106559,代增一,
106568,代二,
106654,天錢增三,
106703,天錢增四,
106711,車府七,
106723,壘壁陣二,
106758,司命一,
106768,壘壁陣增八,
106783,危宿增一,
106786,天壘城一,
106787,人增三,
106801,天鉤增九/天鉤增十,
106856,危宿增二,
106886,螣蛇七,
106944,司祿二/司祿增二,
106985,壘壁陣三,Nashira
106999,車府增五,
107089,蛇尾三,
107095,哭增一,
107097,車府增七,
107119,上衛增二,
107128,代增二,
107136,螣蛇四,Azelfafage
107144,司命二,
107151,危宿增三,
107162,車府增六,
107188,壘壁陣一,
107230,上衛增三,
107232,哭增二,
107259,造父四,The Garnet Star
107302,哭增三,
107310,臼一,
107315,危宿三,Enif
107348,人四,
107354,臼二,
107380,天錢三,
107382,天壘城二,
107418,造父五/造父增五,
107463,波斯五*,
107472,人三,
107487,天壘城三,
107517,天壘城四,
107527,天壘城五,
107533,螣蛇三,
107556,壘壁陣四,Deneb Algedi
107575,司祿一/司祿增一,
107586,造父增四,
107608,天錢二,
107763,臼增一,
107788,人增四,
107975,臼增二,
107995,少衛增一,
108022,臼增三,
108036,哭一,
108085,敗臼一,
108127,危宿增十二,
108165,螣蛇八,
108339,危宿增十一/危宿增十三,
108482,波斯六*,
108535,少衛增二,
108571,天錢增二,
108612,危宿增七,
108626,波斯七*,
108661,天錢增一,
108691,危宿增四,
108693,危宿增十,
108699,危宿增八,
108766,危宿增十四,
108772,造父增一,
108797,羽林軍一,
108868,泣增一,
108874,蓋屋一,
108875,危宿增九,
108917,天鉤六,Kurhah
108925,造父增三,
108952,天錢一,
108991,蓋屋二,
109005,天鉤增十三/天鉤增十七,
109017,天鉤增十一/天鉤增十二/天鉤增十八,
109056,杵三,
109068,危宿增六,
109074,危宿一,Sadalmelik
109111,敗臼二,
109139,壘壁陣五,
109176,臼三,
109190,造父增二,
109240,臼增四,
109268,鶴一,Alnair
109276,臼增六,
109285,天錢四,
109332,羽林軍二,
109352,杵增一,
109369,泣增二,
109400,少衛增三,
109410,杵二,
109422,天錢五,
109427,危宿二,Biham
109434,少衛增四,
109458,臼增五,
109460,哭增四,
109472,哭二,
109492,造父二,
109546,臼增七*,
109556,造父三,
109693,天皇大帝,
109786,羽林軍三,
109789,羽林軍六,
109846,臼增八*,
109857,螣蛇九,
109908,鶴十二,
109937,杵一,
109973,鶴增一,
110003,泣二,Ancha
110023,虛梁一,
110078,蛇尾二,
110103,天鉤增十四,
110130,鳥喙一,
110179,羽林軍十八,
110273,泣一,
110298,危宿增五,
110351,車府三,
110371,臼四,
110386,土公吏一,
110391,羽林軍四,
110395,墳墓二,Sadachbia
110529,羽林軍五,
110538,螣蛇十,
110548,離宮增一,
110578,虛梁二,
110602,羽林軍十七,
110609,螣蛇二,
110641,羽林軍七,
110672,墳墓四,
110778,羽林軍十五,
110785,墳墓增一,
110786,壘壁陣增一,
110817,天鉤七,
110838,鳥喙二,
110882,墳墓增二,
110893,,Kruger 60
110936,鶴十,
110960,墳墓一,
110986,土公吏二,
110991,造父一,
110997,鶴增二,
111022,車府增十九,
111043,鶴十一,
111056,少衛增七,
111062,墳墓增三,
111068,杵增二,
111086,羽林軍十六,
111104,車府增九,
111123,壘壁陣六,
111169,螣蛇一,
111188,敗臼增一,
111200,羽林軍十九,
111278,離宮增二,
111394,墳墓增四,
111449,羽林軍十一,
111497,墳墓三,
111532,少衛增五/少衛增六,
111539,羽林軍十四,
111546,車府增十,
111674,螣蛇十五,
111710,虛梁三,Situla
111797,天鉤增十五/天鉤增十六,
111810,離宮增三,
111841,車府增十一,
111843,羽林軍廿,
111884,離宮增四,
111944,車府二,
111954,羽林軍八,
112029,雷電一,Homan
112031,車府增十二,
112051,離宮三,
112102,敗臼四,
112122,鶴二,
112158,離宮四,Matar
112161,羽林軍廿一,
112179,壘壁陣增二,
112203,鶴九,
112211,羽林軍十三,
112242,車府增十三,
112247,,Babcock's Star
112358,離宮增五,
112362,羽林軍十,
112374,鶴四,
112440,離宮一,
112447,雷電二,
112519,勾陳增一,
112529,羽林軍十二,
112542,羽林軍廿五,
112615,羽林軍廿二,
112623,鶴三,
112716,羽林軍廿四,
112724,天鉤八,
112748,離宮二,Sadalbari
112778,車府增十四,
112862,羽林軍九,
112917,車府一,
112935,雷電三,
112948,敗臼三,
112961,壘壁陣七,
113031,羽林軍廿三,
113116,勾陳六,
113127,壘壁陣增三,
113136,羽林軍廿六,Skat
113148,羽林軍廿七,
113186,雷電增二,
113246,天綱,
113281,車府增十五,
113345,虛梁四,
113357,室宿增一,
113368,北落師門,Fomalhaut
113503,雷電增一,
113521,霹靂增二,
113610,霹靂增一,
113638,鶴六,
113726,車府增十六/車府增廿,
113788,車府增十七,
113881,室宿二,Sheat
113889,霹靂一,
113919,螣蛇十六,
113963,室宿一,Markab
113996,羽林軍四二,
114054,羽林軍四一,
114104,螣蛇增十三,
114119,羽林軍卅,
114131,鶴八,
114144,雷電四,
114155,室宿增二,
114164,羽林軍四十,
114200,螣蛇增四,
114210,螣蛇增二,
114222,紫微左垣七 少衛,
114273,霹靂增三,
114341,羽林軍廿八,
114347,雷電增三,
114365,螣蛇增十五/螣蛇增十六,
114375,羽林軍廿九,
114389,雷電增五,
114421,鶴七,
114430,車府增十八,
114520,雷電增四,
114526,室宿增三,
114570,螣蛇十七,
114573,霹靂增九*,
114724,壘壁陣八,
114844,室宿增四,
114855,羽林軍卅九,
114939,羽林軍四三,
114971,霹靂二,
114996,鶴五,
115022,螣蛇十八,
115033,羽林軍卅八,
115065,螣蛇增七,
115088,天鉤九,
115115,羽林軍卅七,
115125,羽林軍卅六,
115152,螣蛇增三,
115171,螣蛇增十七,
115191,螣蛇增六,
115227,霹靂增四,
115250,離宮五,
115271,室宿增五,
115280,螣蛇增八,
115355,室宿增六,
115404,羽林軍卅五,
115407,離宮增六,
115438,羽林軍卅四,
115444,雷電五,
115481,雷電增六█,
115590,螣蛇增十四,
115591,室宿增七,
115623,離宮六,
115669,羽林軍卅三,
115738,雲雨一,
115746,勾陳增二,
115755,螣蛇增五,
115768,雲雨增四,
115806,離宮增八,
115830,霹靂三,
115919,雷電六,
115945,雲雨增一,
115951,雲雨二,
115990,螣蛇十四,
116076,螣蛇增九,
116118,羽林軍卅二,
116146,雲雨增三,
116231,火鳥一,
116247,羽林軍卅一,
116264,離宮增七,
116310,壁宿增二,
116323,雲雨增二,
116354,螣蛇增十,
116355,壁宿增一,
116389,火鳥二,
116422,雲雨增五,
116495,雲雨增六,
116584,螣蛇十九,
116602,火鳥三/火鳥增一,
116611,雷電增七,
116631,螣蛇廿二,
116687,王良增六,
116709,螣蛇增十二,
116727,少衛增八,Errai
116758,羽林軍四四,
116771,霹靂四,
116805,螣蛇廿一,
116889,鈇鉞一,
116901,鈇鉞增一▅/鈇鉞增三,
116928,雲雨四,
116962,王良增七,
116971,羽林軍四五,
116972,雷電增八,
117020,霹靂增五,
117073,壁宿增三,
117089,鈇鉞二,
117218,鈇鉞增二,
117221,螣蛇廿,
117245,雲雨增七,
117301,螣蛇十三,
117371,傳舍一,
117375,壘壁陣增四,
117447,王良增一,
117472,王良增八,
117491,雲雨三/雲雨增十,
117500,壁宿增四,
117628,霹靂增七,
117629,鈇鉞三,
117683,雲雨增八,
117710,壁宿增八,
117718,壁宿增九,
117730,霹靂增六,
117735,壁宿增七,
117761,壘壁陣增五,
117774,雲雨增九,
117863,螣蛇十二,
117927,霹靂增八,
118077,螣蛇增十八,
118092,鳥喙三,
118121,鳥喙增一,
118131,壁宿增六,
118178,八魁三,
118209,壘壁陣九,
118243,螣蛇十一,
118268,霹靂五,
118322,鳥喙七,
