color_index,DEC,HIP no.,RA,mag,恆星視差
A0V,-17.1508286334,58188,179.0039732022,5.17,-0.022
M0III,33.4156970632,38016,116.8763481271,5.14,1.635
B3V,5.435624415,18957,60.9358522831,5.32,-0.08
F5V,3.1198265318,89000,272.4750562594,5.67,0.49
B8/B9III,-14.4259708011,32492,101.7128829196,5.28,-0.024
Am,8.4984288862,23879,76.9703907856,5.33,0.338
A8IV,51.7899649688,69483,213.3708658099,4.53,0.233
F2V,-0.3019277867,34724,107.8483985548,5.44,0.31
K4III,46.6855538392,30972,97.512393484,5.88,1.448
A3V: + F9V,-72.2554120928,110618,336.1536818843,5.28,0.66
A5mF2 (IV),-16.1272859524,107556,326.7601880703,2.85,0.18
B2IV-V,0.670354835,87812,269.0766701677,5.82,0.058
M2III,16.6744472083,33937,105.638696526,5.86,1.659
F0V,1.0290390754,80179,245.5181208179,4.82,0.338
F5III,24.1089252422,60941,187.3626758094,5.47,0.445
G9III,21.0625594052,61724,189.7804552402,5.49,0.978
B2III,47.9317947162,97774,298.0298586674,5.91,-0.174
A5IV-V,37.8590772996,9977,32.1219157883,4.78,0.12
K3III,-41.4975621664,65593,201.7338181297,5.69,1.477
G8III,23.6055304743,91139,278.8766538898,5.62,1.015
K2II,26.7631984969,110992,337.2926148413,5.79,1.252
B2V+...,-36.7339621035,35363,109.5766361296,4.65,-0.099
K3III SB,8.9255299127,36284,112.0408101959,4.33,1.425
F9V,0.7025591065,83601,256.3200802203,6,0.578
B2.5IV,-46.991628068,40285,123.4006436022,5.14,-0.139
F6V,27.2177068592,40843,125.016084404,5.13,0.487
B3V,-7.1739654783,23364,75.3597699466,4.8,-0.164
K1III,18.2837905193,13108,42.1337052134,5.83,1.216
F5V,73.1798957021,108535,329.8123587494,5.04,0.439
Ap SrCrEu,-42.6386813065,54360,166.8195455054,5.15,0.029
K1III,-60.1141641584,73036,223.8940020498,5.18,1.161
G8/K0III/IV,-68.4244477542,94150,287.4702837807,5.31,0.901
G8III,70.2679301694,97433,297.043133799,3.84,0.888
B7V,-27.7669075619,109789,333.5781308081,5.45,-0.121
F5IV,43.5442319131,114430,347.6133369164,5.91,0.45
B9/B9.5V,-18.4026974968,90806,277.8595684504,5.12,0.016
N0v,-70.0794756878,74582,228.5798972668,5.75,3.271
M4.5III,49.2623187115,96198,293.4233615923,6,1.545
K4III:,58.2482423284,39995,122.5157423059,5.91,1.365
K0II/IIICN.,-39.3407961658,94160,287.5073203607,4.1,1.163
K1IIICNII,-72.4008980737,78868,241.4825736,5.7,1.169
F6V,-48.0009067282,2802,8.9215665447,5.51,0.461
K2III,-43.5073826792,90842,277.9842625748,5.71,1.322
G8III,61.5142131239,80331,245.9978586976,2.73,0.91
F2III-IV,17.2858514422,107788,327.5362489156,5.34,0.394
M3IIIa,69.2011235917,60998,187.5277399382,5.01,1.621
F0IV,41.0353696364,1086,3.3785015669,5.71,0.331
B2IV-V,-44.1227730164,39961,122.3996387671,5.2,-0.173
F0V,-4.3464620066,73165,224.2958314929,4.47,0.318
B0III SB,53.910830111,21148,68.0076659572,5.78,0.119
M1III,4.5677612249,73350,224.8463141428,5.91,1.615
M0III,20.8214158922,20417,65.5947075652,5.91,1.66
B6IV,-44.1458220157,45314,138.534208888,5.85,-0.113
G8III,-52.7541369982,113638,345.2200483965,4.11,0.96
G8III,-43.0588434019,70054,215.0404262874,5.55,0.907
K4III,-36.1647693512,55588,170.802846458,5,1.464
K5III,25.4577634143,5494,17.5810471805,5.81,1.466
A1V + (F/G),-20.3561570054,19571,62.9008495431,5.8,0.165
A5V,-52.7874244152,62703,192.7411556446,5.7,0.127
A0p Si,21.7734911393,20186,64.9029403664,5.34,-0.107
G8III,-27.5973840965,62500,192.1094084666,5.65,0.947
K0III,-21.441479105,85207,261.1751281975,5.82,0.939
O9,-33.5484204131,84401,258.8301972816,5.6,-0.056
B2IV,0.3285106507,12387,39.8706529878,4.08,-0.212
B6IV,36.4907166494,102589,311.8522407772,4.53,-0.083
A3IV,54.0643323581,48402,148.0264832542,4.55,0.038
A2sp...,6.9482072378,80351,246.0451247098,5.83,0.018
F0V,23.5960609783,9153,29.4821549167,4.79,0.29
K3III,-27.9603708422,72571,222.572124714,4.42,1.366
Asp...,-19.7917105446,74392,228.055375426,4.54,-0.071
G0V,43.5774270626,32480,101.6847449906,5.24,0.575
K3II,60.1334853254,115395,350.635552986,5.56,1.679
M0III,30.4149211047,115271,350.2064867186,5.58,1.501
G8III,-46.3973113711,4890,15.7049578113,5.39,0.9
F4V,57.7432784931,40875,125.1085815948,5.89,0.421
F0III,23.4173106569,50335,154.1725706006,3.43,0.307
K2IIIvar,9.3750326829,83000,254.4170723125,3.19,1.16
A2m,18.464036787,76878,235.4779715801,5.8,0.207
K2III,70.2000079495,59746,183.7853816349,5.72,1.179
B3V,-25.1152238083,80815,247.5519820995,4.79,-0.116
G0V,-23.9155689927,47592,145.5600698842,4.93,0.534
B9V,64.0575940508,14502,46.829161061,5.89,-0.02
K4II SB,24.4460593393,89773,274.7944998372,5.3,1.508
K5III,-55.9901408543,83081,254.6550486051,3.12,1.552
G9III,48.1769532671,15004,48.3494711128,5.93,0.972
F3III,34.5843459915,37265,114.7913788179,4.89,0.413
K6III,-74.9368519171,22871,73.7966735385,5.47,1.518
B9Ia,-61.947174756,54461,167.1416600407,5.11,0.195
B8II,-15.6332859822,34045,105.9395528856,4.11,-0.112
A7V,-7.8542015227,106786,324.4379556388,4.68,0.175
M1III,-24.122901925,15479,49.895445539,5.63,1.663
B1.5V,-0.1598180199,25223,80.926288781,5.69,-0.208
M2Ib,18.5942342882,25945,83.0531293281,4.32,2.06
G8III,-7.7725390355,40107,122.8875185361,5.36,0.892
F6IV,2.826947132,18993,61.0411456995,5.36,0.505
B9Ib,30.2086030853,25492,81.7844707494,5.69,0.175
A3m...,-56.0853845692,39957,122.3901391056,5.66,0.204
K0III,16.9642797551,72125,221.3102504315,4.6,0.972
A7IVn,28.6948173251,99738,303.5605382389,5.19,0.191
A2m,10.262341067,59608,183.3580769377,5.85,0.262
A5:n,-14.7813671622,100345,305.2528151855,3.05,0.79
A1Vs,29.5698841582,25001,80.3028639364,5.66,0.06
G0,-29.7046630612,80399,246.1657195164,5.4,0.625
A0Vs,21.6962187622,68276,209.6621783769,5.76,-0.002
K2Ib/II,-66.7834380397,64820,199.3042183102,4.86,1.48
K2III,19.609216757,19388,62.2915295465,5.51,1.077
F5V+...,10.0069810465,104858,318.6200632802,4.47,0.529
F3III,-76.1184274371,108849,330.7658741494,5.94,0.399
B8IIIMNp...,-7.8211020068,110273,335.0496523059,5.35,-0.048
B2III SB,-3.3524590347,21444,69.0797566421,3.93,-0.21
M3III,22.506798871,29655,93.7194050071,3.31,1.6
A0V,83.417832152,62561,192.2778292549,5.92,0.015
A1V,-23.8746766984,17717,56.9152123668,5.24,0.075
G9III,-3.155481623,117761,358.2315225628,5.93,1.069
B1.5Vn,-25.7512954351,77635,237.7447700217,4.63,-0.072
B1II,-23.0860234606,36168,111.7478454597,5.65,-0.134
K1II/III,-38.3950956819,108543,329.824632538,5.5,0.996
F6V,-20.1387312614,53252,163.3730486687,5.23,0.48
A8V,0.3306253008,85537,262.2068953975,5.41,0.237
B7V,4.3528841283,14143,45.5938245377,5.62,-0.107
G6III,-12.3577060374,44936,137.2979777103,5.76,0.937
K0III,54.2846561535,28358,89.881819083,3.72,1.01
C7Iab,45.4402561887,62223,191.2826124091,5.42,2.994
K2III,-22.6197664675,59316,182.5311694107,3.02,1.326
A3III,33.9612539854,33018,103.197242505,3.6,0.102
B3V,37.1167984253,105942,321.8390252497,5.3,-0.14
A0/A1V,-12.8468753889,84880,260.206921374,4.32,0.037
Am,-43.9794795807,64822,199.3079989479,5.82,0.187
K3III,66.7449061352,57111,175.618172782,5.32,1.267
F7III-IV,-50.6059673959,24829,79.8422288044,5.44,0.517
B8V,-51.1987520708,63210,194.2681375894,5.17,-0.066
A0IV,9.5093955432,28110,89.1168157486,5.97,-0.038
F3V,-3.6902691095,88175,270.1208772773,4.62,0.39
M1III,62.2828065651,115590,351.2094266337,4.96,1.676
M2III,-27.8811787515,35205,109.1458049631,4.66,1.589
G5II/III,-35.3083523892,42515,130.0255977712,3.97,0.936
F2V,70.1325726459,109474,332.6616293964,5.52,0.391
A7V,46.9348124792,93408,285.3598804385,5,0.186
F3V,-69.3364364657,15968,51.401053286,5.96,0.415
B2.5Vne,65.6522923644,15520,49.9969695823,4.74,-0.108
B1.5V,-59.6193180854,54829,168.3782603295,5.74,-0.106
B2III SB,2.440672049,22797,73.5629019789,3.71,-0.179
F7Vw,-25.8154258063,69965,214.7537295125,5.87,0.518
M1III,-12.1015893937,17593,56.5355649054,4.43,1.604
G5Vvar,3.3701978796,15457,49.84040002,4.84,0.681
B5Vn,-9.1825133306,115033,349.4758967712,4.41,-0.144
B3V,-50.2264607433,117315,356.8166490248,5.18,-0.164
B9,-45.0667103029,51561,157.9893170435,5.76,-0.194
A5V,5.8201305843,70400,216.0472693842,5.1,0.124
A5V,41.0887460855,67194,206.5564390815,5.88,0.211
G8III,-10.5604438289,96327,293.7802388656,5.12,1.122
K1II-III,33.5867921437,19525,62.7459206252,5.75,1.412
B3IV,25.8970910871,26640,84.9341623833,5.18,-0.15
B5V,-19.2450142108,39906,122.256822033,4.4,-0.16
B9IV,-70.9310273596,21949,70.7665141481,5.53,-0.114
A3IV,24.6584645778,54487,167.204544193,5.7,0.081
K1IV,-47.0608005542,77678,237.8809130708,6,1.152
A0Ib,16.7626644318,49583,151.8331345555,3.48,-0.031
F0V,49.4062071777,114570,348.1375141888,4.53,0.302
A1V,-8.4081703472,49812,152.5314204119,5.91,0.026
G8III,27.0969795675,103004,313.0319923221,4.56,0.835
F5V,-40.8243609836,115054,349.5411849382,5.54,0.445
G8III,-40.6493348899,46811,143.0803257602,5.35,0.897
G8III,-62.4241132794,54301,166.6351162258,4.62,0.988
B1.5IV,-51.2552664787,46950,143.5366390294,5.01,-0.18
A3V,38.4403317083,100907,306.8927408198,5.63,0.072
F7V,-14.3018008337,96536,294.3933910546,5.46,0.501
K1III,-23.9910940897,111515,338.9015657871,5.97,0.984
A2V,-84.4652729281,76996,235.8205392782,5.57,0.118
B9Ia,-62.9507731544,59517,183.0915826677,5.91,0.253
B8V...,44.0250242772,15338,49.4473058997,5.49,-0.06
K1Ib/II,-22.6713280665,92845,283.7797574553,5,1.348
A1p SrCrEu,3.6589666537,66200,203.533045595,4.92,0.029
F4V,61.5211377663,13665,43.9871690514,5.59,0.445
F7V,-33.7034518591,98470,300.0843772886,5.65,0.498
F9V,0.4016616322,16852,54.2182633801,4.29,0.575
G9III+...,27.7980803978,36046,111.4316504759,3.78,1.024
A1V,-5.5390095922,64238,197.4874644861,4.38,-0.008
A6:m...,-22.4025352303,95077,290.1589553236,5.59,0.276
B8Ia,47.4176563297,103312,313.9575147004,5.68,0.408
M4IIIa,56.6992195521,45915,140.4303711255,5.79,1.511
B9IIIp...,2.5353463451,93051,284.3191276552,5.56,0.004
C6.3,35.5102004353,107129,325.5045165931,5.98,2.5
B4Vne,-61.685332553,51576,158.0060974868,3.3,-0.089
B6IV,-45.9148136,90830,277.9393037393,4.92,-0.101
A2V,21.7611478144,32921,102.8876913398,5.28,-0.02
A4me...,44.0593037617,102843,312.5205464747,5.06,0.198
K0III-IV,64.2086934881,75974,232.7323522863,5.74,0.976
K6III,49.0381592305,79953,244.7967230022,5.93,1.369
A5me del Del,1.8371083887,28271,89.6018444352,5.89,0.223
G8III,6.7409564125,3697,11.8484660326,5.98,0.941
B7Vn,-8.2272886296,97966,298.6568849868,5.7,-0.079
K5V,-56.7859755769,108870,330.8402361536,4.69,1.056
K2III,55.7550599583,37046,114.1959812502,5.93,1.123
F0III,29.6693304675,11486,37.0415850021,5.29,0.311
K3III,39.7149270751,109754,333.4697084032,4.5,1.385
G8III,9.028869842,15900,51.2033073771,3.61,0.887
A2IV,62.5995570562,77277,236.6666888978,5.19,0.062
G8III,-80.9142016641,41191,126.0825867818,5.67,1.018
F6V,25.0430434526,10535,33.9282387058,5.57,0.52
G3IV,49.8448514938,70791,217.1575522688,5.58,0.864
A0III,68.7681371113,80650,246.9958902447,4.94,-0.051
F5V,-61.3024293498,39903,122.2527918152,4.74,0.437
A2V,28.6149939161,21819,70.3323356623,5.73,0.018
K0III,37.9528701073,8423,27.16218592,5.94,0.975
A7III-IV,81.4707096489,14844,47.9278046988,5.92,0.149
B3IV,29.6213375715,95372,291.0315785633,4.99,-0.12
K1/K2III,-12.5346023209,41395,126.6747996843,5.52,1.167
F2III,0.7369224018,53423,163.9266546979,5.91,0.425
A0V,-39.2102851107,35393,109.639634858,5.24,0.026
A1V,5.9893051282,18907,60.7890835203,3.91,0.032
K4II-III,10.8644754262,84671,259.6541265573,5.03,1.539
K0III,-33.5700572773,56620,174.1456037868,5.71,1.02
G8III,9.8712181567,27549,87.5111894921,5.79,0.876
G8IV,32.1840175737,15241,49.1466227955,5.98,0.988
O9.5V,-10.5670899667,81377,249.2897407854,2.54,0.038
B3V,23.6144251837,99080,301.7225314878,5.08,-0.162
K3I-II,61.1088828564,18488,59.2845357657,4.99,1.435
G8III,-6.4221161993,10642,34.2460175327,5.51,0.962
G8III-IV,23.4176480186,4463,14.3016665677,4.4,0.94
B9V,-32.8301207754,60735,186.7153761371,5.56,0.007
K4III,-3.5567474399,105767,321.3206570273,5.48,1.451
K0III,-37.1377655039,53502,164.1793798269,4.6,1.006
K1III,54.2865522304,89047,272.631834539,5.97,0.943
K5III+...,39.4653483808,112241,341.0217416293,5.93,1.49
K0III-IV,-2.8988251381,89962,275.3275031755,3.23,0.941
K4V,-34.9897922568,84709,259.7382438142,5.91,1.082
F0III,-4.856066634,26268,83.9145175774,5.24,0.269
A3V,-15.0393376094,115404,350.6632209407,5.19,0.203
K3III,48.6282131667,7607,24.4981504642,3.59,1.275
G8Ib/II,-71.9862596873,62608,192.4373725634,5.55,1.154
K0III,-36.5282507028,7643,24.6145187719,5.94,1.045
B6V,-70.7203366432,53272,163.4253224492,5.99,-0.02
M1III,21.9612967924,89861,275.0746441889,4.92,1.594
F7V,49.62844897,73100,224.0960005132,5.63,0.533
F7V,-13.7992072648,40035,122.6659419204,5.53,0.488
G8II/III,-55.5696295344,45328,138.5749611127,5.26,0.98
B9sp...,46.6938660136,101475,308.4785161214,5.78,-0.14
B1III,-23.4184215929,31125,97.9640271254,4.34,-0.245
A7IV-V,62.5855726107,105199,319.6448811886,2.45,0.257
M1/M2III,-48.8733988772,84105,257.9111672007,5.94,1.786
B8Vn,-11.241999055,86019,263.6931291039,5.54,0.013
K1III,1.4746288862,26885,85.6193003585,4.9,1.144
K0III,-23.1416978191,76532,234.4501607964,5.79,1.074
K3III,-41.385965148,104177,316.6063340048,5.55,1.35
K1III,44.4984868212,54539,167.4158684544,3,1.144
B3:V,-64.2490419162,52487,160.9633023712,5.74,0.012
A1IV,11.4237208876,98103,299.0593831916,5.28,0.014
F3IV,-5.9828285839,35749,110.6057899483,5.83,0.352
M1III,37.3055729583,27639,87.760155739,4.72,1.621
F0V,8.4854630885,194,0.6237594849,5.7,0.315
F0V:,49.3833666286,100859,306.7594477346,5.73,0.339
F8Ib,40.2566792396,100453,305.5570911992,2.23,0.673
K1III,-61.2834422202,56656,174.2521859099,5.14,1.105
K1IIICN...,-36.3637694464,38497,118.2646103118,5.44,1.161
K3III,13.4131768093,32814,102.6062445824,5.68,1.329
K3/K4III,-53.1079210861,39566,121.2654544801,5.52,1.347
B2III,-50.4571574137,71121,218.1544016571,4.44,-0.177
F6II-III,48.5303141253,44613,136.3503994764,5.48,0.475
G8III,66.0989661808,207,0.6503624068,5.87,1.073
A9III,19.153130277,80170,245.4800599677,3.74,0.299
A7m,-47.6416427185,56573,173.9816049119,5.26,0.257
A0V,-30.7238251415,10320,33.2269602759,5.27,-0.013
M1Ib + B2.5V,-26.4320024932,80763,247.3519204627,1.06,1.865
Am,-53.1856177278,96141,293.2242588062,5.76,0.3
G8III/IV,-20.8790886617,27654,87.830399041,3.76,0.984
K5III,-6.9005362669,70794,217.173843575,5.42,1.49
F0III,12.570237535,30318,95.651634233,6,0.319
G2III...,44.9678558624,17932,57.518417742,5.65,0.779
A3V,33.4470569869,89156,272.9380043531,5.98,0.045
A1p,34.391809924,25471,81.703346442,5.92,0.138
K1III,56.5985597447,58181,178.9933994368,5.83,1.101
B9.5V,6.9554632142,2548,8.0990914941,5.69,-0.014
F2V,-41.8637525092,21770,70.140468807,4.44,0.342
A0V,-52.1237296727,41081,125.7298258267,5.89,0.018
B9V,2.0600382658,91975,281.2080754327,5.02,-0.055
A0V,-18.5574753233,26966,85.8402927233,5.73,-0.014
B9V,-40.7882216875,74950,229.73489436,5.59,-0.099
K2III,-50.5094679983,38267,117.5992647998,5.89,1.088
K4III,37.3853456574,25292,81.1630911841,5.02,1.445
A7V,11.728843579,113503,344.7992233872,5.76,0.293
G5Ib/II,-15.7882214371,40259,123.3332002323,4.99,1.066
F2III,25.9398922285,10053,32.3555680816,4.98,0.339
K0III,-17.735273704,65301,200.7546443142,5.36,0.987
M4III SB,-46.3026686082,8837,28.4114237071,4.39,1.597
A3V,59.4416700071,32438,101.5588829324,4.86,0.084
F2II-III,43.6254285881,56770,174.5857079786,5.56,0.348
B8V,-53.2097703018,77562,237.5295159467,5.78,-0.076
G5V...,-0.3402508426,9631,30.9507138563,5.96,0.851
G2V,-77.3853273792,116250,353.3316141643,5.82,0.681
K0III,41.819234699,112242,341.0228291226,5.11,0.96
K5III,-10.870763388,97499,297.259183288,6,1.233
B9V,-23.8161335169,88116,269.9481387133,4.74,-0.03
K0III,21.0346500376,5571,17.8634174961,4.66,1.024
K5IIIvar,22.9679705611,46750,142.930117,4.32,1.541
A3IVn,13.7283002376,71795,220.2872991965,3.78,0.044
G1II,-33.1457592097,81741,250.4393922518,5.84,0.653
M1III,-40.4361937907,56319,173.2003403876,5.64,1.578
G8/K0III,-22.5220969535,3607,11.5489739316,5.49,0.978
F0III,72.9463261477,45461,138.9690841809,5.93,0.179
F8V,41.4054588427,7513,24.1993449112,4.1,0.536
B3V,-16.8528443403,76126,233.2300883776,5.53,-0.148
F6Vbwvar,2.1022223418,116495,354.0970246459,5.68,0.449
B8V,-24.9722487309,68269,209.6297748437,5.2,-0.086
G8III-IV,40.353432898,76534,234.4566552113,5.25,0.886
M2II/III,-40.3537921591,29263,92.5433496248,5.54,1.665
B8V,34.1307577479,20579,66.1214799743,5.73,-0.054
M8e,-62.0771543937,21479,69.1899681676,5.59,1.5
G8III,-41.0672358316,73826,226.329858037,5.13,1.011
F3V,-33.0437213272,67153,206.4218551661,4.23,0.39
G8III:,33.6557106501,46652,142.6800780109,5.87,1.032
A3V+...,48.7109889335,29388,92.9024633234,5.78,0.1
B2.5IV,50.5334664962,93299,285.0569890883,5.39,-0.182
M0III,60.7356254128,20376,65.4485448373,5.4,1.497
F0V...,31.7845504095,36366,112.2779960319,4.16,0.32
B7IV,-46.9609754326,109268,332.0582727984,1.73,-0.07
A6V,-52.5430858971,12225,39.3515483951,5.3,0.289
A3m,44.7491632717,113048,343.4173179355,5.79,0.282
B4Vn,-59.1467012306,63007,193.6632587714,4.62,-0.153
B2V,-25.414156951,33575,104.6495795751,5.59,-0.162
A0Vn,5.8378124537,43234,132.1082107291,4.35,-0.044
B8V,-43.6132619857,45189,138.1271796332,5.56,-0.107
G8p,20.4791880496,80843,247.6397853013,5.24,1.274
B1.5III,-39.0299830207,86670,265.6219787737,2.39,-0.171
F0III-IV,41.3962973031,11090,35.7096014363,5.81,0.289
A7Vn,-62.8756480203,72131,221.3222358339,5.36,0.308
K3III,-13.5612743156,3849,12.3567321372,5.59,1.325
A2m,9.8295785515,23983,77.3318412484,5.43,0.249
M0III,-69.6294160764,107835,327.6966005827,5.52,1.378
B9V,-48.8301675854,37043,114.1829960038,5.69,-0.037
K5III,-20.9029766703,17798,57.1487682606,5.81,1.602
M6III,-80.4397469882,110256,335.0069923567,5.09,1.276
G8IIIvar,10.9591503731,63608,195.5441546273,2.85,0.934
A1Vn,60.0483979782,85290,261.4223089673,5.65,0.024
B9V,-57.6761318622,60379,185.7059632343,5.38,-0.098
K0,48.9594451118,28562,90.4294125326,5.98,1.437
F0V,31.4247363347,5544,17.7781971195,5.15,0.261
F0V,32.5017382417,93917,286.8565863713,5.2,0.367
F0III-IV,44.5460544869,112417,341.5425921545,5.84,0.358
M2III,24.6015792762,112748,342.5008033374,3.51,0.933
K0III,-64.55142496,91854,280.9055770974,5.76,0.967
M1III,-27.4126343041,51979,159.3071855314,4.87,1.626
A0,27.074222441,72105,221.2467404317,2.35,0.966
K0III,30.7197152306,102453,311.4156403734,4.22,1.051
B7III,47.2417924542,5434,17.3755227202,4.26,0.012
K5III,-24.8921568439,20465,65.7736398409,5.81,1.507
G9III,2.7406937215,35476,109.8432118353,5.9,1.069
A3V,53.2197122776,41152,125.9520928719,5.52,0.125
G8III,34.5667252661,20252,65.1026598672,4.93,0.95
B0IV...,9.4895792279,26176,83.7051545843,4.39,-0.157
A0V,34.6958015911,85382,261.692273719,5.94,-0.017
O7.5Iab:,35.7910326003,18614,59.7412546731,3.98,0.016
K0III,-21.7414956765,93683,286.1707571992,3.76,1.012
K0III,8.1882984232,46457,142.1215706093,5.72,1.045
A3V,16.3010063171,85185,261.131404897,5.75,0.074
M3III,14.0919466646,83430,255.782798385,4.97,1.6
K0II,-7.663011533,14060,45.2917672567,5.75,1.043
K2Ib,-5.9128625632,92391,282.420646832,5.99,1.568
K0IICNIII,-25.1641800234,113562,345.0241197957,5.66,1.253
K2III,-31.6637888552,111600,339.1476714421,5.82,1.074
F2III,-55.5409474238,79497,243.3445674696,5.78,0.365
B1.5Vp,-49.6130438824,38500,118.2651448902,4.63,-0.228
K1III,-15.3630116637,66091,203.2151740521,5.52,1.228
K2III,-8.2440729157,91117,278.8017778064,3.85,1.317
G4II-III,60.7181692546,41704,127.5661248819,3.35,0.856
F5III,-76.9197226323,40702,124.6314581435,4.05,0.413
A0III,-41.006695449,105696,321.1034133403,5.76,-0.036
K0II,-35.6535041537,21042,67.6680435368,5.95,1.005
M4III,-26.7497772177,57613,177.187844262,5.1,1.594
B9IV,12.444800301,48883,149.5557324871,5.26,-0.035
B0.5IV,59.4197599518,114104,346.6534066741,4.84,-0.06
A1V,-68.6795450072,74946,229.7274256516,2.87,0.014
K3III,26.8778799032,78159,239.3968826171,4.14,1.231
K3III,-35.1736552607,72010,220.9143334056,4.06,1.356
F8II,-18.8599994,89968,275.3457781811,5.76,0.67
M1III,-50.1960717439,40282,123.3926930742,5.52,1.651
K0III,-31.5061964534,64803,199.2213953081,5.1,0.959
G8/K0III,-50.3696466845,68333,209.8228447392,5.92,0.957
F7V,-52.3409101199,93815,286.5831411436,5.17,0.532
K0III,-11.9111263828,117314,356.8163022302,5.74,1.068
K3III,-0.0008329465,54049,165.9024677076,5.95,1.218
M3II/III,-43.0509682517,82650,253.4267704657,5.95,1.643
K1V,-60.8371560362,71681,219.896170259,1.35,0.9
M0III,-44.3968231236,76397,234.0504157994,5.44,1.497
B2Iavar,20.1384518201,28716,90.9799371695,4.64,0.236
G8III,-4.6925106733,79882,244.580370867,3.23,0.966
B1Ib,-32.4383321368,84226,258.2439929022,5.95,0.071
F0p,10.1315795301,104521,317.5854173266,4.7,0.262
K3III,57.8998205997,10718,34.499531995,5.75,1.175
M3III,-63.399678923,23840,76.8917812925,5.19,1.646
B9III,-3.209540826,21192,68.1564722257,5.76,-0.117
B4V,16.7969149532,56473,173.6770478887,5.95,-0.156
A2V,60.8233231448,80991,248.1070006249,5.92,0.039
A7V,28.648131439,67782,208.2928425332,5.91,0.202
F2IV,22.4779711335,18471,59.2169858484,5.62,0.345
B7V,-42.8679214765,74100,227.1633218806,5.85,-0.123
