key_hip,DEC,HIP,RA,Stellar_parallax,color_index,mag
97278_hip,10.6132612,97278,296.5649145,1.507,K3II,2.72
64822_hip,-43.97947958,64822,199.3079989,0.187,Am,5.82
17702_hip,24.10513715,17702,56.87115217,-0.086,B7III,2.85
60978_hip,58.40574231,60978,187.4888526,0.205,A5e...,5.37
67275_hip,17.45690604,67275,206.8155955,0.508,F7V,4.5
73714_hip,-25.28196464,73714,226.0175648,1.674,M3/M4III,3.25
107230_hip,72.32008392,107230,325.7668441,1.063,K0III,5.18
41674_hip,-46.3316928,41674,127.4401366,-0.127,B7IV,5.98
95222_hip,-0.252344596,95222,290.5897712,1.093,G8III:,5.81
107259_hip,58.78004608,107259,325.8769202,2.242,M2Ia,4.23
33415_hip,46.70535221,33415,104.233543,1.093,K0III:,5.88
40990_hip,-17.58633432,40990,125.4775246,1.05,K0III,5.71
75974_hip,64.20869349,75974,232.7323523,0.976,K0III-IV,5.74
51808_hip,75.71294767,51808,158.772836,0.957,K0III,4.86
37819_hip,-37.96858397,37819,116.3137331,1.706,K4III,3.62
84514_hip,-0.445297281,84514,259.1528596,1.119,K2III,4.72
106654_hip,-26.17151618,106654,324.0457253,0.234,A7/A8IV,5.73
116247_hip,-20.91450406,116247,353.3192646,0.02,A0V,4.7
85912_hip,19.25667721,85912,263.3450992,0.505,F6V,5.65
112833_hip,85.37373901,112833,342.7626374,1.34,K5,5.89
93845_hip,24.25079305,93845,286.6599924,0.104,A4III,5.78
24845_hip,-13.1767885,24845,79.89385195,-0.235,B0.5IV,4.29
29655_hip,22.50679887,29655,93.71940501,1.6,M3III,3.31
39487_hip,-32.67482866,39487,121.0674573,1.882,M2II,5.25
20156_hip,50.04869508,20156,64.80516403,0.235,A7V,5.46
70012_hip,-2.265518204,70012,214.8853325,1.023,G9III,5.14
92951_hip,4.20213248,92951,284.0610147,0.204,A5Vn,4.98
113532_hip,-29.462311,113532,344.8989925,0.271,F0V,5.51
61585_hip,-69.13556382,61585,189.29591,-0.176,B2IV-V,2.69
37223_hip,-36.49682989,37223,114.6829138,-0.148,B3III,5.78
60351_hip,25.84616027,60351,185.6263008,0.515,F8:p...,4.78
71759_hip,13.53432528,71759,220.176636,0.238,F0V,5.93
22044_hip,11.14613659,22044,71.10761816,0.251,F0V,5.39
25397_hip,-19.69539929,25397,81.49927144,0.441,F5V,5.78
27288_hip,-14.82195004,27288,86.73891997,0.104,A2Vann,3.55
42147_hip,-26.84348737,42147,128.8695893,0.393,A1V+...,5.95
41639_hip,-44.72481215,41639,127.3645133,-0.168,B+...,5.03
74689_hip,0.372138714,74689,228.9544887,0.181,A4V,5.62
66454_hip,-46.42787917,66454,204.3478064,-0.11,B8V,5.91
113726_hip,42.32597924,113726,345.4802676,-0.099,B6pv SB,3.62
67153_hip,-33.04372133,67153,206.4218552,0.39,F3V,4.23
42129_hip,-58.22473488,42129,128.8148183,-0.133,B3V+...,5.27
35415_hip,-24.95437538,35415,109.677028,-0.132,O9Ib,4.37
111974_hip,14.54916061,111974,340.2195099,0.723,G3V+...,5.72
31446_hip,0.890216377,31446,98.81594789,0.004,B8Ib,5.78
95168_hip,-17.84719749,95168,290.4181616,0.228,F0III/IV,3.92
25768_hip,-47.07765472,25768,82.53949875,0.615,G3IV,5.46
79120_hip,3.45447473,79120,242.2453312,1.471,K5III,5.93
97118_hip,37.35435508,97118,296.069187,0.948,G8III,4.89
24732_hip,73.2680713,24732,79.55515259,-0.023,A0V,5.81
115088_hip,68.11144459,115088,349.6562199,0.836,K0III,4.75
28562_hip,48.95944511,28562,90.42941253,1.437,K0,5.98
114939_hip,-7.726503694,114939,349.2122479,1.613,M3III,4.93
109857_hip,57.04358673,109857,333.7591246,0.278,F0IV,4.18
55765_hip,16.4565387,55765,171.4015565,0.39,F2V,5.58
23595_hip,-35.48297839,23595,76.10167557,1.177,K2III,4.55
83176_hip,-25.09219835,83176,254.9904401,1.607,M1/M2III,5.88
12876_hip,-67.61661701,12876,41.38597694,0.058,A2IV/V,4.83
115738_hip,1.255608063,115738,351.7331469,0.036,A0p,4.95
18597_hip,-61.40018557,18597,59.68645594,1.59,M2III,4.56
39961_hip,-44.12277302,39961,122.3996388,-0.173,B2IV-V,5.2
7118_hip,-30.2830814,7118,22.9302024,1.073,K0III,5.79
11407_hip,-47.70384014,11407,36.74634294,-0.136,B5IV,4.24
94713_hip,38.13373077,94713,289.0920627,1.258,K0II,4.35
95176_hip,-15.95501757,95176,290.4317629,0.079,F2p,4.52
106985_hip,-16.6623077,106985,325.0227348,0.32,A7III:mp...,3.69
73507_hip,60.20445323,73507,225.3628918,0.107,A4V,5.91
3031_hip,29.31175144,3031,9.638940775,0.871,G5III...,4.34
14146_hip,-23.62447166,14146,45.59791746,0.163,A4V,4.08
40889_hip,72.40723255,40889,125.1680021,1.537,M0III,6
57669_hip,-63.78847827,57669,177.4211015,-0.149,B3V,4.3
80214_hip,33.70347845,80214,245.6217444,1.523,K5III,5.4
90830_hip,-45.9148136,90830,277.9393037,-0.101,B6IV,4.92
5364_hip,-10.18226422,5364,17.1474649,1.161,K2III,3.46
64515_hip,-50.69982887,64515,198.3472986,-0.011,B9V,5.9
80351_hip,6.948207238,80351,246.0451247,0.018,A2sp...,5.83
23364_hip,-7.173965478,23364,75.35976995,-0.164,B3V,4.8
82396_hip,-34.29323171,82396,252.5408874,1.144,K2IIIb,2.29
12692_hip,55.10601929,12692,40.76182552,-0.11,B7IIIp...,5.76
67782_hip,28.64813144,67782,208.2928425,0.202,A7V,5.91
29629_hip,-4.568457438,29629,93.65292854,-0.155,B5V,5.83
17448_hip,32.28824817,17448,56.07971679,0.022,B1III,3.84
70791_hip,49.84485149,70791,217.1575523,0.864,G3IV,5.58
1599_hip,-64.87479041,1599,5.017750517,0.576,F9V,4.23
92882_hip,-16.37663466,92882,283.8791913,0.445,F5/F6IV/V,5.56
33929_hip,17.75552109,33929,105.606394,1.518,M1.5,5.96
21881_hip,22.95692604,21881,70.56125702,-0.112,B3V,4.27
110992_hip,26.7631985,110992,337.2926148,1.252,K2II,5.79
114430_hip,43.54423191,114430,347.6133369,0.45,F5IV,5.91
84380_hip,36.80916183,84380,258.7618098,1.437,K3IIvar,3.16
36388_hip,-1.905328915,36388,112.3277858,1.493,K5III,5.6
105259_hip,58.62350197,105259,319.8153665,1.114,B3Vv comp,5.51
49712_hip,-51.81126063,49712,152.2343329,-0.12,B3IV,4.85
50935_hip,33.71853073,50935,156.0358475,1.186,K1III,5.52
4283_hip,83.70743556,4283,13.72122324,0.105,A4V,5.59
49402_hip,-13.06462598,49402,151.281125,-0.087,B8V,4.6
32851_hip,-0.540881944,32851,102.7076328,0.396,F2V,5.78
24738_hip,42.79211104,24738,79.56540451,1.492,M4III,5.55
67143_hip,-26.11600947,67143,206.4037131,0.023,A0V,5.81
87558_hip,6.101424101,87558,268.309104,0.425,F4IV-V,5.77
35476_hip,2.740693722,35476,109.8432118,1.069,G9III,5.9
44154_hip,32.41855927,44154,134.886058,0.913,G9III,5.23
11477_hip,-33.81103904,11477,37.00709608,0.089,A2/A3V,5.13
112748_hip,24.60157928,112748,342.5008033,0.933,M2III,3.51
45860_hip,34.39256184,45860,140.2637554,1.55,M0IIIvar,3.14
38020_hip,-46.60849005,38020,116.8812784,-0.151,B1V,5.22
17527_hip,24.83926001,17527,56.29057938,-0.064,B8V,5.66
42726_hip,-53.11398421,42726,130.605776,-0.173,B3IV,4.83
44337_hip,-52.18868536,44337,135.4356634,-0.12,Ap Si,5.23
60172_hip,3.312574119,60172,185.0874203,1.172,K1III,4.97
46482_hip,-62.27313432,46482,142.1962682,1.102,K1III,5.91
52085_hip,-16.87657185,52085,159.6456374,0.922,G8III,4.91
22701_hip,-5.452695073,22701,73.22362423,0.257,A9IV,4.36
78072_hip,15.66161688,78072,239.1132615,0.478,F6V,3.85
11687_hip,0.255749077,11687,37.68834619,0.168,A7III-IVs,6
30444_hip,-36.70776389,30444,96.00420692,1.027,K1II/III,5.62
35984_hip,51.88725855,35984,111.2378656,1.61,K5III,5.8
7078_hip,70.26460388,7078,22.8073171,0.489,F6V,5.82
68390_hip,-25.01040286,68390,210.0005048,0.48,F6V,5.77
72573_hip,82.51194418,72573,222.5850945,0.671,F9V,5.63
33024_hip,8.380373403,33024,103.2061165,0.27,F0Vn,5.75
54561_hip,-32.36752862,54561,167.472473,0.027,A1V,5.79
85312_hip,-50.63350974,85312,261.5001822,1.055,K1III,5.19
72012_hip,40.45925391,72012,220.9351429,1.398,K4III,5.72
79302_hip,-29.4162203,79302,242.758624,1.131,K0III,5.09
34339_hip,-40.89326813,34339,106.7794904,-0.158,B3V,5.8
42570_hip,-46.64874449,42570,130.1565414,0.67,F3Ia,3.77
45270_hip,-47.33840744,45270,138.3935574,-0.051,B9V,5.92
35226_hip,-36.59263304,35226,109.2058673,-0.161,B3V,5.03
69598_hip,-41.83749497,69598,213.6777546,0.929,G8III,5.61
12444_hip,-9.45287501,12444,40.05175765,0.524,F6V,5.79
68862_hip,-41.17963292,68862,211.5115295,-0.198,B2V,4.36
27549_hip,9.871218157,27549,87.51118949,0.876,G8III,5.79
107773_hip,-64.71253671,107773,327.5005228,1.018,K1III,5.62
41395_hip,-12.53460232,41395,126.6747997,1.167,K1/K2III,5.52
111797_hip,63.58447203,111797,339.6627212,0.083,A3IV,5.19
55831_hip,-61.11516697,55831,171.647574,-0.077,B3IV,5.22
92549_hip,52.97511698,92549,282.8955764,0.843,G9IVa,5.51
40932_hip,-57.97322018,40932,125.3004108,-0.092,B1.5III,5.96
91105_hip,-10.97720631,91105,278.7599696,0.926,G8III,5.12
92056_hip,74.08555278,92056,281.4448648,0.953,K0II-III,5.25
78246_hip,-24.83148822,78246,239.6452791,-0.092,B5V,5.43
17884_hip,65.52597247,17884,57.38034127,1.87,M1III,4.39
67942_hip,-67.65209986,67942,208.7046298,1.49,K2III,5.74
15627_hip,21.1470861,15627,50.30676875,-0.067,B5IV,5.27
19454_hip,86.62613867,19454,62.50682624,0.393,F5IV,5.84
8588_hip,11.04337823,8588,27.71655322,0.302,F2Vw,5.92
97938_hip,8.461452714,97938,298.5620066,1.023,K0III,4.71
83535_hip,-57.71216655,83535,256.103005,-0.097,B5IV,5.73
43409_hip,-27.70984441,43409,132.633014,1.272,K3III,4.02
43584_hip,32.47415705,43584,133.1442569,0.224,A8Vms,5.67
30073_hip,-7.822908529,30073,94.92832662,-0.177,B2.5V,5.27
21683_hip,15.91797673,21683,69.81875764,0.147,A5Vn,4.67
27338_hip,17.72914106,27338,86.85915063,0.301,F0III,5.47
104174_hip,-32.34161766,104174,316.6028239,1.104,K2III,5.2
108165_hip,56.61122725,108165,328.7214758,0.655,B8Ibvar,5.74
34045_hip,-15.63328598,34045,105.9395529,-0.112,B8II,4.11
90887_hip,-39.70400085,90887,278.0888792,0.079,A3V,5.16
4440_hip,60.3628361,4440,14.19572198,-0.054,B8V,5.56
14036_hip,10.87038841,14036,45.1839228,1.593,K6,5.93
10324_hip,8.8467173,10324,33.24998125,0.878,G8II:,4.36
110023_hip,-5.3871641,110023,334.2770821,0.878,G6III,5.75
43851_hip,11.62602321,43851,133.9814507,1.462,K5III,5.44
47908_hip,23.77425466,47908,146.4628043,0.808,G0II,2.97
84709_hip,-34.98979226,84709,259.7382438,1.082,K4V,5.91
46974_hip,-59.22975334,46974,143.6110427,-0.013,B5II,4.08
12181_hip,38.73358091,12181,39.23828169,0.502,F5V,5.91
43392_hip,-42.08979111,43392,132.5875681,-0.114,O9V,6
48748_hip,-33.41849626,48748,149.1478919,1.202,K1III,5.83
10328_hip,15.27985954,10328,33.26377183,1.551,M0III,5.72
98863_hip,32.21859764,98863,301.1507283,0.76,B1.5Ia comp,5.62
37140_hip,48.77384228,37140,114.4743742,0.221,A5m,5.93
7463_hip,-29.90731698,7463,24.03545682,0.335,F2V,5.69
106592_hip,-3.983304577,106592,323.8234197,1.11,G9III:,5.79
109908_hip,-41.34670059,109908,333.9038357,0.79,G8III+...,4.79
53502_hip,-37.1377655,53502,164.1793798,1.006,K0III,4.6
75572_hip,34.33599626,75572,231.5724334,1.41,K4III,5.46
92845_hip,-22.67132807,92845,283.7797575,1.348,K1Ib/II,5
54301_hip,-62.42411328,54301,166.6351162,0.988,G8III,4.62
20186_hip,21.77349114,20186,64.90294037,-0.107,A0p Si,5.34
90260_hip,-30.75657007,90260,276.2559414,1.138,K0III,5.58
25280_hip,-16.97578068,25280,81.11870729,-0.001,A0V,5.64
26865_hip,-22.37371529,26865,85.55815948,0.08,A2/A3V,5.88
10535_hip,25.04304345,10535,33.92823871,0.52,F6V,5.57
34982_hip,-9.947532574,34982,108.5646659,1.528,K3III,5.9
8046_hip,60.55133256,8046,25.83230667,-0.01,B8IIIn,5.78
100965_hip,81.4227086,100965,307.0607765,1.01,G9III,5.38
18975_hip,8.197269357,18975,60.98585128,0.371,F2V,5.45
9570_hip,33.2841351,9570,30.74148211,0.029,A2V,5.5
33715_hip,16.07899813,33715,105.065934,1.641,K3Ib,5.73
27947_hip,-52.63548078,27947,88.70871631,0.295,F0Ve...,5.29
73095_hip,-52.80954787,73095,224.0718819,0.142,A2III,5.38
443_hip,-5.707618199,443,1.33392048,1.029,K1III,4.61
53064_hip,59.32011925,53064,162.8488484,1.16,K2III,5.57
48615_hip,-19.00935988,48615,148.7175361,1.559,K5III,4.94
70602_hip,19.2268998,70602,216.6140184,0.231,F0m,5.4
92862_hip,43.9460885,92862,283.8337555,1.397,M5IIIvar,4.08
114641_hip,11.06500132,114641,348.3604293,1.004,G5III:,5.85
12086_hip,34.68755845,12086,38.94504727,1.652,M3III,5.38
89008_hip,36.46628393,89008,272.4958159,0.915,G8III,5.57
47187_hip,-25.29675945,47187,144.2508636,1.116,K0III,5.68
101882_hip,13.31512472,101882,309.6832763,1.509,K3Ib,5.69
12114_hip,6.886870286,12114,39.02039079,0.918,K3V,5.79
99631_hip,-1.009339273,99631,303.3078414,1.43,K5III,5.44
81437_hip,56.01553977,81437,249.5019403,1.055,K1III,5.28
108661_hip,-28.45373653,108661,330.2092703,-0.095,B8/B9V+...,5.43
80463_hip,14.03326957,80463,246.3539719,0.002,B9p Cr,4.57
45688_hip,36.80259678,45688,139.711015,0.066,A1V,3.82
117567_hip,-14.40149013,117567,357.6386917,1.488,K4III,5.7
33372_hip,9.956577764,33372,104.1076384,-0.085,B8Vn,5.9
55756_hip,-36.06306236,55756,171.372722,0.979,K0III,5.21
114570_hip,49.40620718,114570,348.1375142,0.302,F0V,4.53
33277_hip,25.37569753,33277,103.8277818,0.573,G0V,5.74
30436_hip,-25.57762938,30436,95.98298405,1.561,K5III,5.61
76297_hip,-41.166757,76297,233.7851997,-0.216,B2IV,2.8
109730_hip,28.60801711,109730,333.4112474,1.169,K2III,5.87
46657_hip,-31.88922182,46657,142.6920766,0.066,A0,5.75
78554_hip,22.80445386,78554,240.5737166,0.066,A3V,4.82
84833_hip,18.05708065,84833,260.0786299,1.654,M2III,5.01
114189_hip,21.13425059,114189,346.8696459,0.259,A5V,5.97
59316_hip,-22.61976647,59316,182.5311694,1.326,K2III,3.02
31216_hip,7.332965113,31216,98.22594705,0.023,A0Ib,4.47
3405_hip,-57.46305996,3405,10.83849351,0.024,A0IV,4.36
8837_hip,-46.30266861,8837,28.41142371,1.597,M4III SB,4.39
27364_hip,13.8995995,27364,86.92877898,-0.156,B2IV-V,5.28
70576_hip,-45.37927638,70576,216.5450534,0.434,A7:+...,4.33
32768_hip,-50.61455978,32768,102.4840346,1.207,K0III...,2.94
75141_hip,-40.64751791,75141,230.3430071,-0.227,B1.5IV,3.22
34922_hip,-44.63973886,34922,108.3846613,1.331,M5e,4.42
85423_hip,-29.8670334,85423,261.8386404,0.402,F3III,4.28
27243_hip,-46.59718043,27243,86.61405275,1.04,K0/K1II,5.31
3419_hip,-17.9866046,3419,10.8973794,1.019,K0III,2.04
72603_hip,-15.9972368,72603,222.6715885,0.401,F3V,5.15
3299_hip,66.14759233,3299,10.51425676,1.042,G9III-IV,5.83
51658_hip,40.4255599,51658,158.3078681,0.222,A7IV,4.72
105502_hip,19.80450799,105502,320.5216649,1.108,K1III,4.08
95556_hip,36.31789626,95556,291.5380289,-0.12,B9sp...,5.17
37949_hip,65.45567562,37949,116.6669944,1.183,K2III:,5.93
31190_hip,-32.0304468,31190,98.16240194,-0.18,B2V,5.73
74087_hip,26.30115255,74087,227.0990878,1.24,K2III,5.67
109786_hip,-21.07456625,109786,333.5751337,0.812,K1III,5.33
29616_hip,17.90635258,29616,93.61909677,0.253,A6m,5.86
14893_hip,27.25696838,14893,48.05935964,-0.106,B9p Si,5.78
100437_hip,45.79499386,100437,305.5223651,1.077,K0IIIvar,5.58
64607_hip,11.33165633,64607,198.6303486,1.514,M0III,5.64
109068_hip,5.058530478,109068,331.4197978,1.443,K4III,4.86
80763_hip,-26.43200249,80763,247.3519205,1.865,M1Ib + B2.5V,1.06
76424_hip,16.11908473,76424,234.1218293,0.354,F3V,5.93
100027_hip,-12.50821221,100027,304.4119558,0.928,G3Ib,4.3
14677_hip,29.07708008,14677,47.40309339,0.115,B8III,5.74
23446_hip,-31.77133289,23446,75.59501962,1.17,K2III,5.92
43414_hip,-66.79298096,43414,132.6450743,0.423,F5IV,5.34
35210_hip,-23.31559423,35210,109.153474,1.601,K4III,4.83
28404_hip,45.93673567,28404,89.98374741,1.701,M3IIvar,4.3
18606_hip,-5.46994675,18606,59.71830773,1.001,G9V,5.85
40793_hip,75.75690762,40793,124.8845371,0.902,G8III,5.55
89931_hip,-29.82810326,89931,275.2485073,1.38,K3III,2.72
88048_hip,-9.773631966,88048,269.7566312,0.987,K0III,3.32
114200_hip,46.38723089,114200,346.9136149,1.409,K5III,5.3
54487_hip,24.65846458,54487,167.2045442,0.081,A3IV,5.7
7921_hip,-60.78933951,7921,25.44986456,1.264,K2/K3III,5.7
36896_hip,30.96092427,36896,113.7866666,1.01,K0III,5.34
25329_hip,-10.32888694,25329,81.25726707,1.543,K5III,5.6
61379_hip,-44.6730178,61379,188.676643,0.683,G4IV,5.76
89773_hip,24.44605934,89773,274.7944998,1.508,K4II SB,5.3
35384_hip,49.46475569,35384,109.6332409,0.087,A4IIIn,5
89678_hip,-27.04264123,89678,274.5132953,1.629,K3III,4.66
64094_hip,-65.30602283,64094,197.0297978,-0.033,WC6 + O9.5I,5.44
19076_hip,22.00890535,19076,61.33440892,0.62,G5V,5.9
85258_hip,-55.52988403,85258,261.3249529,1.479,K3Ib-II,2.84
34081_hip,-42.33727967,34081,106.01164,0.198,Am,5.2
24254_hip,73.94667428,24254,78.09357738,-0.108,B9p Si,5.44
57565_hip,20.21893139,57565,176.9963997,0.547,A comp SB,4.5
52340_hip,-79.78328811,52340,160.4646606,-0.071,B5IV,5.97
46594_hip,-51.51716414,46594,142.5212924,-0.078,B8V,5.45
56573_hip,-47.64164272,56573,173.9816049,0.257,A7m,5.26
4906_hip,7.890135463,4906,15.73586845,0.952,K0III,4.27
16142_hip,-11.28659964,16142,52.00394674,1.102,K2III,5.74
7097_hip,15.34582301,7097,22.87087261,0.974,G8III,3.62
64033_hip,-59.8605097,64033,196.8512349,0.435,B9IV+...,5.98
37096_hip,-34.96853026,37096,114.3421261,-0.081,B8IV/V,4.53
84691_hip,28.82296764,84691,259.7021965,0.981,K0III,5.68
13265_hip,-35.67584879,13265,42.66836129,1.259,K2III,5.48
36429_hip,27.91614658,36429,112.4531889,1.117,K2III,5.01
107232_hip,-14.39970939,107232,325.768325,0.255,A9/F0V,5.88
11060_hip,55.84565348,11060,35.58931055,0.369,A2Ia,5.16
72833_hip,-73.19007118,72833,223.3065574,0.82,G5III,5.59
81660_hip,64.58904622,81660,250.229664,1.212,K1p,4.84
78207_hip,-14.27935849,78207,239.5473703,-0.08,B8Ia/Iab,4.95
43587_hip,28.3308187,43587,133.1492132,0.869,G8V,5.96
60320_hip,-67.52210533,60320,185.5305789,0.195,Am,5.15
89348_hip,64.39728696,89348,273.4743048,0.44,F5V,4.99
108758_hip,52.88225277,108758,330.4607822,-0.106,B5III,5.79
26966_hip,-18.55747532,26966,85.84029272,-0.014,A0V,5.73
85727_hip,-60.68384819,85727,262.7746376,-0.104,B8V,3.6
19009_hip,24.10599281,19009,61.09030616,0.813,G0III...,5.46
49698_hip,-65.81543788,49698,152.178118,0.973,K0III,5.26
32810_hip,-31.70605741,32810,102.5972861,0.094,B3V,5.74
38901_hip,-30.33456968,38901,119.4171095,0.151,A7III,4.76
85889_hip,-41.17306631,85889,263.2807873,0.041,B9Ib/II,5.84
17805_hip,0.227856632,17805,57.16231066,1.224,K3III,5.91
19990_hip,20.57859097,19990,64.31525283,0.259,A3m,4.93
103413_hip,41.16713558,103413,314.2934093,0.027,A1Vn,3.94
51979_hip,-27.4126343,51979,159.3071855,1.626,M1III,4.87
30060_hip,59.01096456,30060,94.90577841,0.032,A2Vs,4.44
52468_hip,-60.56661947,52468,160.8845402,1.7,K3Ib,4.58
102831_hip,-33.77972227,102831,312.4920088,1.004,G8III,4.89
4104_hip,-24.00584405,4104,13.16926991,1.275,K1III,5.47
98066_hip,-26.29950635,98066,298.959824,0.748,G3/G5III,4.7
57841_hip,-30.83480862,57841,177.9233738,0.554,F8V,5.85
32349_hip,-16.71611582,32349,101.2871554,0.009,A0m...,-1.44
18199_hip,-46.89367411,18199,58.38882879,1.22,K3III,5.93
17378_hip,-9.763394649,17378,55.81209088,0.915,K0IV,3.52
52009_hip,-13.3845429,52009,159.3886354,2.8,C,4.89
57371_hip,-45.69013378,57371,176.4332033,-0.118,B6III,5.28
69701_hip,-6.000546664,69701,214.003624,0.511,F7V,4.07
116853_hip,-11.6806546,116853,355.2871329,0.984,K0III,5.89
104750_hip,-27.61933263,104750,318.3222181,1.425,K3III,5.41
76243_hip,-9.183416059,76243,233.6104727,-0.09,B6IV,5.16
96100_hip,69.6611754,96100,293.0899617,0.786,K0V,4.67
97473_hip,11.81589634,97473,297.1752398,0.546,F2V:+...,5.75
82802_hip,18.43321261,82802,253.8423636,1.407,K4III,5.35
118277_hip,-29.48516767,118277,359.8662351,1.599,K5III,5.59
82671_hip,-42.36202495,82671,253.4988621,0.444,B1Iae,4.7
18453_hip,50.69538082,18453,59.15217692,0.425,F5IV,5.28
45505_hip,-44.26573459,45505,139.0959805,1.636,K3Ib,5.12
16228_hip,59.94033011,16228,52.26722286,0.419,B9Ia,4.21
1728_hip,-20.05802357,1728,5.442807165,1.58,M5/M6Ib/II,5.61
2355_hip,29.75155669,2355,7.53068761,0.271,A7III,5.2
34722_hip,26.85658754,34722,107.8461107,0.13,A4IV,5.75
40945_hip,-33.05436621,40945,125.3459437,1.419,K2/K3III,4.83
9631_hip,-0.340250843,9631,30.95071386,0.851,G5V...,5.96
108535_hip,73.1798957,108535,329.8123587,0.439,F5V,5.04
27973_hip,31.70149565,27973,88.7457895,0.144,A5IV,5.9
104085_hip,-54.72704162,104085,316.3093746,1.201,K2III,5.17
36425_hip,12.0065642,36425,112.4490952,1.276,K2III,4.55
45920_hip,-55.51468559,45920,140.4585101,0.19,A3IVs...,5.61
84606_hip,37.29149825,84606,259.4177272,0.043,A2V,4.64
26248_hip,24.03958878,26248,83.86304209,-0.092,B2.5IV,5.37
32607_hip,-61.94139161,32607,102.0477179,0.225,A7IV,3.24
4914_hip,-4.836600598,4914,15.76056716,1.106,K0III-IV,5.4
46107_hip,-80.78687606,46107,141.038436,0.454,F3/F5IV,5.34
50303_hip,29.31050137,50303,154.0601322,0.02,A0Vn,5.49
23362_hip,-20.05191838,23362,75.35658602,-0.047,B9V,4.91
12288_hip,-30.19406253,12288,39.57775943,0.476,F5V,5.84
14913_hip,-44.41966029,14913,48.10727749,0.44,F3V+...,5.92
34914_hip,-22.67424092,34914,108.350105,1.481,K4III,5.99
99404_hip,26.90416876,99404,302.6397368,0.087,A3III,5.51
62867_hip,-48.94331472,62867,193.2787761,1.344,K3/K4III,4.33
2081_hip,-42.30598151,2081,6.571045712,1.083,K0III...,2.4
71111_hip,55.39800985,71111,218.1288983,1.529,K5III,5.74
90200_hip,-44.11025611,90200,276.0760072,-0.163,B2.5Vn,5.24
45001_hip,-30.36540124,45001,137.485042,0.179,A4IV,5.59
73826_hip,-41.06723583,73826,226.329858,1.011,G8III,5.13
67703_hip,-52.81152998,67703,208.0202581,-0.084,B9Vn,5.26
36396_hip,-10.32666364,36396,112.3421112,1.616,K5III,5.75
38164_hip,-46.37320532,38164,117.309563,-0.16,B0III,4.1
52742_hip,-56.75719221,52742,161.7394674,-0.08,B8/B9III,5.14
17954_hip,25.57936194,17954,57.57890966,0.231,A2V,5.24
17738_hip,-30.16788223,17738,56.98350273,0.973,G6III,5.52
11001_hip,-68.65941811,11001,35.43726143,0.034,A3V,4.08
62985_hip,-9.538994401,62985,193.5881805,1.59,M3IIIvar,4.77
92997_hip,57.81485096,92997,284.1877106,1.155,K1III,5.67
51420_hip,38.92513177,51420,157.5268675,0.087,A4V,5.79
96341_hip,-48.09920159,96341,293.8041151,1.096,G9III,4.88
10440_hip,-41.16676458,10440,33.63310636,0.965,G9III,5.91
85049_hip,-58.01032712,85049,260.7300914,1.075,G8Ib/II,5.86
85760_hip,-80.85913368,85760,262.8644367,1.617,M3III,5.83
91262_hip,38.7836918,91262,279.2347351,-0.001,A0Vvar,0.03
109937_hip,37.74873668,109937,333.9924026,1.447,K3III,4.14
116076_hip,39.23619816,116076,352.822558,1.029,K0III,5.22
122_hip,-77.06572447,122,0.398765542,1.254,K2III,4.78
27737_hip,-57.15619119,27737,88.08417251,0.656,F7IV,5.93
95347_hip,-40.61593993,95347,290.9715687,-0.105,B8V,3.96
63972_hip,-41.58844273,63972,196.6461746,1.05,K0II/III,5.59
97966_hip,-8.22728863,97966,298.656885,-0.079,B7Vn,5.7
45581_hip,-74.89431283,45581,139.3548949,0.021,A1V,5.28
88636_hip,32.23067361,88636,271.4567131,1.179,K0III,5.72
26207_hip,9.934158419,26207,83.78448789,-0.16,O...,3.39
59746_hip,70.20000795,59746,183.7853816,1.179,K2III,5.72
103810_hip,56.66961414,103810,315.5375282,-0.058,B8III,5.83
103089_hip,44.38726059,103089,313.311477,-0.134,B5V,4.8
79664_hip,-63.68568176,79664,243.8594615,1.105,G5II,3.86
59819_hip,14.89907059,59819,184.0007762,0.068,A3V,5.09
96016_hip,26.61717129,96016,292.84009,0.915,K0III-IV,5.89
24436_hip,-8.201640551,24436,78.63446812,-0.03,B8Ia,0.18
20266_hip,65.14044145,20266,65.16802237,0.82,G5III,5.26
14135_hip,4.089733959,14135,45.56988401,1.63,M2III,2.54
52577_hip,67.41138405,52577,161.2667887,2.382,C5II,5.95
6732_hip,19.24042201,6732,21.67365999,1.106,K1III,5.5
59803_hip,-17.54192947,59803,183.9515426,-0.107,B8III,2.58
52487_hip,-64.24904192,52487,160.9633024,0.012,B3:V,5.74
25608_hip,-37.23076663,25608,82.0638984,0.026,A0V,5.56
73909_hip,54.55631811,73909,226.5696519,0.958,G8III,5.24
114167_hip,-50.68668135,114167,346.8115502,0.486,F6.5IV-V+..,5.81
37995_hip,-22.51951023,37995,116.8023068,-0.18,B1/B2V,5.9
100751_hip,-56.7350901,100751,306.4119076,-0.118,B2IV,1.94
5434_hip,47.24179245,5434,17.37552272,0.012,B7III,4.26
70755_hip,-2.227957187,70755,217.0505752,0.693,G2III,4.81
98416_hip,-9.958237732,98416,299.9472637,0.598,F8V,5.87
74582_hip,-70.07947569,74582,228.5798973,3.271,N0v,5.75
10644_hip,34.22423111,10644,34.26345869,0.607,G0V,4.84
80898_hip,22.19545777,80898,247.8059636,1.605,K5III,5.76
20842_hip,21.61990692,20842,67.00326498,0.27,Am,5.72
