key_hip,DEC,HIP,RA,Stellar_parallax,color_index,mag
73100_hip,49.62844897,73100,224.0960005,0.533,F7V,5.63
60781_hip,-58.99175634,60781,186.8702471,1.543,M4/M5III,5.38
117314_hip,-11.91112638,117314,356.8163022,1.068,K0III,5.74
9763_hip,76.11506048,9763,31.38145064,0.954,G8III,5.22
41299_hip,2.102209489,41299,126.3980741,1.528,K5III,5.74
117020_hip,10.33153622,117020,355.8431642,1.692,M2III,5.09
85667_hip,-1.062921706,85667,262.5991571,0.715,G8IV-V,5.31
17585_hip,67.20160533,17585,56.50391351,0.347,F0IV,5.79
21479_hip,-62.07715439,21479,69.18996817,1.5,M8e,5.59
59232_hip,-41.23160462,59232,182.2274531,-0.097,B3IV,5.51
6960_hip,-21.62933894,6960,22.40056313,0.028,A0V,5.11
29651_hip,-6.274776127,29651,93.71388683,1.319,K3III,3.99
35611_hip,-26.96383792,35611,110.2288159,-0.172,B3V,6
36496_hip,-54.39936495,36496,112.6288315,1.585,M1III,5.95
95073_hip,-0.892161005,95073,290.1486936,-0.041,B9III,5.46
72848_hip,19.15279846,72848,223.3490266,0.841,K2V,6
85751_hip,-56.92096415,85751,262.8470137,-0.045,B7II/III,5.99
71453_hip,-40.21157998,71453,219.1838886,-0.112,B8V,5.74
43105_hip,-56.76977618,43105,131.6772883,-0.169,B3Vne,4.5
4427_hip,60.71674038,4427,14.17721554,-0.046,B0IV:evar,2.15
52727_hip,-49.42025537,52727,161.6924091,0.901,G5III SB,2.69
7450_hip,-15.40018295,7450,23.99570321,1.226,K1III,5.41
72773_hip,-63.8098274,72773,223.1469041,0.66,F8II + A/F,5.91
30986_hip,-10.08151141,30986,97.54698363,1.373,K0,5.92
60308_hip,-56.37438547,60308,185.4892802,1.533,K4III + (F),5.91
41307_hip,-3.906423639,41307,126.4151345,-0.012,A0V,3.91
21547_hip,-2.473548235,21547,69.4005496,0.283,F0V,5.22
69038_hip,43.85445247,69038,211.9823168,1.493,M4.2III,5.13
95557_hip,-15.05325139,95557,291.5460086,0.007,B7IV,5.71
42834_hip,-49.82280194,42834,130.9178033,-0.197,B0IIIn,5.15
57851_hip,-65.20591037,57851,177.9634377,-0.123,B4V,4.89
47006_hip,52.05147688,47006,143.7059716,0.027,A2V,4.47
86731_hip,24.32782154,86731,265.8398504,0.683,G2IIIb,5.73
42795_hip,12.6808759,42795,130.8013719,0.435,A3V+...,5.62
103460_hip,-16.03153935,103460,314.4193531,0.18,A2/A3III,5.89
21278_hip,-6.738907649,21278,68.47803408,-0.128,B9p Si,5.71
51523_hip,-53.71548368,51523,157.8409252,0.5,F6V,4.89
81972_hip,-40.83967511,81972,251.1774719,-0.093,B3V,5.64
69269_hip,-16.30203004,69269,212.7103576,1.684,M1III,4.93
74785_hip,-9.382917398,74785,229.2517285,-0.071,B8V,2.61
69226_hip,25.09167693,69226,212.5997234,0.541,F9IVw,4.82
69673_hip,19.1824103,69673,213.9153001,1.239,K2IIIp,-0.05
115280_hip,38.1823262,115280,350.2219369,0.468,F5V,5.77
68895_hip,-26.6823611,68895,211.5929044,1.091,K2III,3.25
31362_hip,-32.71625457,31362,98.64721326,-0.085,B9V,5.62
73165_hip,-4.346462007,73165,224.2958315,0.318,F0V,4.47
16263_hip,-12.67473686,16263,52.40011329,0.171,A5III/IV,5.57
38957_hip,-49.24491185,38957,119.5601552,-0.18,B1Vp + B2,4.47
61136_hip,-59.42392246,61136,187.9180407,0.622,F5III,5.49
8882_hip,-42.49694992,8882,28.59180481,-0.06,A3V,5.12
56770_hip,43.62542859,56770,174.585708,0.348,F2II-III,5.56
78045_hip,-60.48247726,78045,239.0246422,0.087,A3V,5.76
32938_hip,-36.23026974,32938,102.9267523,0.183,A3V,5.94
33575_hip,-25.41415695,33575,104.6495796,-0.162,B2V,5.59
87194_hip,25.62286856,87194,267.204778,1.141,K2III,5.09
81377_hip,-10.56708997,81377,249.2897408,0.038,O9.5V,2.54
109577_hip,16.04055086,109577,332.9638793,0.951,K1III,5.93
25985_hip,-17.82228853,25985,83.18256633,0.211,F0Ib,2.58
22913_hip,15.04027834,22913,73.95897214,-0.085,B9V,5.79
30463_hip,-60.28132508,30463,96.05767977,-0.001,A0V,5.78
103882_hip,-38.63144716,103882,315.7414743,0.424,F3V,5.32
80911_hip,-34.70436598,80911,247.8455555,-0.168,B2III-IV,4.24
29490_hip,65.71842205,29490,93.21276259,1.344,K2II-III,5.36
116611_hip,18.40066705,116611,354.4866777,0.01,A1Vn,5.49
32809_hip,-17.08455489,32809,102.590704,1.435,K3III,5.77
56280_hip,-29.26102254,56280,173.0683495,0.54,F8V,4.93
53252_hip,-20.13873126,53252,163.3730487,0.48,F6V,5.23
100738_hip,-28.66326948,100738,306.3617841,1.101,G8II/III,5.86
100435_hip,24.44609928,100435,305.5142948,-0.09,B8IIIn,5.5
522_hip,-49.07519111,522,1.579897651,0.519,G1IV...,5.7
97774_hip,47.93179472,97774,298.0298587,-0.174,B2III,5.91
55687_hip,-10.85932331,55687,171.1524627,1.556,K5III,4.81
52922_hip,-59.32379277,52922,162.3518219,0.008,B9.5IV/V,5.85
65477_hip,54.98795767,65477,201.3064082,0.169,A5V SB,3.99
12832_hip,12.44576098,12832,41.23992306,0.234,A7III-IV,5.17
54463_hip,-58.9750369,54463,167.1474581,1.225,G0Ia0,3.93
99770_hip,36.80630231,99770,303.6334704,0.151,A2V,4.93
23015_hip,33.16609031,23015,74.24841152,1.49,K3IIvar,2.69
1921_hip,52.01991398,1921,6.06523854,-0.11,B5IV,5.58
87212_hip,50.78107501,87212,267.2678582,0.043,A2V,5.02
5589_hip,65.01885377,5589,17.92250739,-0.072,B9IV,5.57
61622_hip,-48.54130384,61622,189.4256808,0.049,A2V,3.85
89507_hip,-44.20646066,89507,273.9727079,0.962,G8/K0III,5.45
86201_hip,68.75796966,86201,264.2378837,0.43,F5V,4.77
31277_hip,14.15516326,31277,98.40068469,1.105,K2III:,5.57
50333_hip,13.72833434,50333,154.1697395,1.65,M1III,5.42
80343_hip,-20.03732689,80343,246.0257665,0.996,K0III,4.48
102014_hip,-33.43184305,102014,310.0826189,1.118,K1III,5.47
5296_hip,-9.785550385,5296,16.94253562,0.446,F7IV,5.71
68520_hip,1.544531852,68520,210.4116388,0.121,A3V,4.23
79790_hip,-50.06812187,79790,244.2538895,0.788,F9Ia,4.97
56127_hip,-3.00350053,56127,172.5787224,1.529,K4III,4.77
66563_hip,-29.56086741,66563,204.6752829,0.431,F3V,5.81
95352_hip,43.3881706,95352,290.9854239,0.924,G6.5IIIa,5.85
41075_hip,43.18813064,41075,125.70879,1.55,K5III,4.25
111925_hip,53.84592759,111925,340.0766967,0.946,B8V,5.94
40285_hip,-46.99162807,40285,123.4006436,-0.139,B2.5IV,5.14
16339_hip,-47.37512542,16339,52.6539753,0.116,A2V,5.98
90968_hip,-38.72598555,90968,278.3463868,-0.06,B9.5,5.67
102978_hip,-26.91913259,102978,312.9553791,1.633,K4III,4.12
40077_hip,-48.46199388,40077,122.7949561,-0.146,B3V,5.83
68670_hip,-56.2134338,68670,210.860439,1.207,K2III,5.93
89937_hip,72.73284302,89937,275.2640944,0.489,F7Vvar,3.55
99824_hip,25.59195704,99824,303.8162309,-0.181,B3V,4.79
78384_hip,-38.39670656,78384,240.030534,-0.206,B2.5IV,3.42
51839_hip,-78.60778577,51839,158.8671091,1.58,M0III,4.11
8993_hip,23.57732159,8993,28.96266553,1.185,K1III,5.76
15404_hip,50.22217425,15404,49.65725554,-0.073,B3V,5.16
117265_hip,66.78224457,117265,356.6530679,-0.049,B2IV,5.95
60855_hip,-39.04117207,60855,187.0936013,-0.073,B8/B9V,5.45
37504_hip,-72.60609812,37504,115.4552549,1.033,K0III,3.93
98412_hip,-35.27630546,98412,299.9340776,-0.15,B2.5IV,4.37
71182_hip,-52.67952225,71182,218.3748647,1.085,K0III,5.86
90096_hip,-12.01475532,90096,275.8006777,0.006,B5V,5.71
38375_hip,-21.17366159,38375,117.9292718,0.956,K0III,5.62
71568_hip,43.64213015,71568,219.5524538,1.481,K2III,5.74
104738_hip,-39.42492195,104738,318.2627873,0.46,F5V,5.25
78918_hip,-36.80228846,78918,241.6481032,-0.184,B2.5Vn,4.22
62786_hip,-39.6804307,62786,192.9872066,-0.098,B7/B8V,5.99
117447_hip,62.21451644,117447,357.2090474,0.67,A3Ia comp,5.43
78727_hip,-11.37294,78727,240.07283,0.46,F6IV,4.16
58948_hip,8.732985435,58948,181.3022482,0.967,G8III,4.12
92831_hip,41.60272255,92831,283.7174048,1.034,G8III,5.46
33077_hip,-19.032763,33077,103.3283867,0.279,A9/F0III,5.65
46457_hip,8.188298423,46457,142.1215706,1.045,K0III,5.72
90139_hip,21.76975206,90139,275.92454,1.168,K2III,3.85
98470_hip,-33.70345186,98470,300.0843773,0.498,F7V,5.65
5661_hip,-37.85647867,5661,18.18930355,0.281,A9IV: (+F/G),5.95
43553_hip,45.31281911,43553,133.0490352,1.233,K0III,5.96
33682_hip,-67.91644271,33682,104.9605669,1.396,K3III,5.18
111809_hip,-33.08134754,111809,339.7144436,0.037,A0V,5.66
30666_hip,-1.507335898,30666,96.66493823,0.07,A3Vn,5.87
88670_hip,-8.323955669,88670,271.5308314,0.184,B8III-IV,5.84
20241_hip,41.80806972,20241,65.06012475,0.962,K0III,5.95
82350_hip,13.26114073,82350,252.3944035,0.015,A1V,5.91
102487_hip,-21.51403245,102487,311.5416184,0.066,A1V,5.91
23831_hip,-12.4912695,23831,76.85401374,0.606,G2V,5.97
77086_hip,-41.8190887,77086,236.0944762,-0.007,A0V + B,5.93
76008_hip,77.34935188,76008,232.8538721,1.545,K5III,5
82902_hip,-52.28374646,82902,254.1198662,-0.069,A0III,5.94
15696_hip,27.60755258,15696,50.54955583,1.1,G5III,5.55
48356_hip,-14.84660315,48356,147.8695573,0.918,G6/G8III,4.11
42430_hip,-22.66187505,42430,129.7829179,0.72,G3/G5V,5.05
109492_hip,58.20126083,109492,332.7136529,1.558,K1Ibv SB,3.39
46977_hip,69.83034278,46977,143.620249,0.781,G4III-IV,4.54
79358_hip,36.42509439,79358,242.9502273,1.352,K3III SB,5.62
47943_hip,6.708555854,47943,146.5418509,1.639,M1III,5.8
60425_hip,-24.84066877,60425,185.8399417,1.153,K1III,5.66
83635_hip,-0.892070042,83635,256.384414,0.104,B1V,5.63
16168_hip,33.80755744,16168,52.08624888,0.048,A2V,5.72
108431_hip,-54.99257552,108431,329.479478,0.297,F0IV,4.4
77660_hip,-3.090496556,77660,237.8149725,0.135,A3Vn,5.09
35228_hip,-67.95715182,35228,109.2076018,0.76,F6II,3.97
70027_hip,16.30694777,70027,214.9384799,1.228,K3III,4.84
96406_hip,-24.71908146,96406,294.0068889,0.185,A1m...,5.64
61468_hip,-41.02194474,61468,188.9397151,0.224,A7III,5.12
69996_hip,-46.05809312,69996,214.8509249,-0.184,B2.5IV,3.55
111497_hip,-0.117497584,111497,338.8390858,-0.083,B9IV-Vn,4.04
67384_hip,31.19020636,67384,207.1613997,1.032,K0III,5.61
71353_hip,-41.51743653,71353,218.8811712,-0.085,B6V,5.88
8598_hip,51.93341736,8598,27.73803109,0.419,F5V,5.96
14382_hip,56.70571907,14382,46.38504744,1.018,K0II-III,4.77
94630_hip,30.52638144,94630,288.8535824,1.665,M0III,5.88
3093_hip,21.25047245,3093,9.840858655,0.85,K0V,5.88
26093_hip,14.30557814,26093,83.47618338,-0.118,B3V,5.6
62360_hip,-33.3154827,62360,191.6926196,1.326,K3III,5.87
115770_hip,70.35978246,115770,351.8192839,0.163,A6IV,5.6
85922_hip,-5.744803506,85922,263.3743536,0.187,A5V,5.61
65387_hip,-64.53566793,65387,201.0020119,0.822,G5III-IV,4.52
105143_hip,-17.985138,105143,319.4886921,-0.118,B5II/III,5.4
56606_hip,-61.05243308,56606,174.0931889,-0.102,B2.5IV,5.84
88175_hip,-3.69026911,88175,270.1208773,0.39,F3V,4.62
77257_hip,7.353073188,77257,236.6108886,0.604,G0Vvar,4.42
98844_hip,-0.709308602,98844,301.0964657,1.301,K4III,5.67
36041_hip,9.276097326,36041,111.4120707,0.991,G8III,4.99
110529_hip,-24.76266115,110529,335.8785355,0.979,K0IIICN...,5.53
46771_hip,11.29982653,46771,142.9864117,1.046,K0IIIvar,4.99
77645_hip,-55.05553281,77645,237.778353,0.017,B2II,5.74
79653_hip,-47.37202131,79653,243.8138154,-0.114,B8V,5.13
16511_hip,9.373438218,16511,53.14978818,-0.072,B9IV,5.76
28237_hip,25.95391186,28237,89.49856601,-0.088,B1Ib,4.81
50676_hip,-56.04322039,50676,155.2283168,-0.102,B3III,4.5
42312_hip,-42.98908069,42312,129.4109712,0.109,A6II,4.11
82363_hip,-59.04137792,82363,252.4464847,1.562,K5III,3.77
69763_hip,-66.58789366,69763,214.1613147,-0.095,B1.5III,5.72
80874_hip,-61.63350312,80874,247.7056645,1.236,K0II/IIICN.,5.19
35205_hip,-27.88117875,35205,109.145805,1.589,M2III,4.66
79005_hip,-12.74541033,79005,241.9017321,0.018,B9V,5.75
60044_hip,75.16056077,60044,184.7082632,0.054,A1V,5.47
112778_hip,41.9533937,112778,342.5907288,0.062,B3IV:var,5.91
87846_hip,-44.34224611,87846,269.197596,1.176,K2III,4.85
89487_hip,-63.05536625,89487,273.919238,0.944,K0III/IV,5.58
45439_hip,-38.56994234,45439,138.9029525,1.084,K1III,4.92
58158_hip,-28.47710282,58158,178.9172152,1.499,K4III,5.93
12871_hip,-63.70455293,12871,41.3644922,0.932,G8III/IV,5.73
84033_hip,-44.55771908,84033,257.6763468,0.867,G8/K0III+..,5.06
55084_hip,-3.651601037,55084,169.1654203,0.21,A7IVn,4.45
25429_hip,-58.9125204,25429,81.58028197,0.986,G6III,5.14
39527_hip,-50.59039585,39527,121.176665,1.213,G5II,5.96
27810_hip,-33.80136075,27810,88.27867158,-0.154,B5V,4.88
21594_hip,-14.30401978,21594,69.54510028,1.082,K1III,3.86
15154_hip,30.55668942,15154,48.83515165,0.012,A1Vs,5.61
36363_hip,-38.81206499,36363,112.2737303,-0.148,B3V,5.41
53781_hip,45.52627652,53781,165.0612677,1.466,K5III,5.47
98761_hip,-37.9406987,98761,300.8894135,1.417,K4III,4.77
45455_hip,56.74140659,45455,138.9574253,1.568,K5III,5.28
24340_hip,38.48449794,24340,78.35715692,0.189,A4m,4.82
102026_hip,-16.12417969,102026,310.1354921,0.997,K0III,5.79
114104_hip,59.41975995,114104,346.6534067,-0.06,B0.5IV,4.84
77450_hip,18.14156366,77450,237.1849034,1.616,M1III,4.09
22626_hip,63.50542084,22626,73.0217473,1.559,M2III,5.47
910_hip,-15.46797744,910,2.816071806,0.487,F5V,4.89
13914_hip,21.34042885,13914,44.8030237,0.048,A2Vs,4.63
39847_hip,51.50667052,39847,122.1143633,0.048,A2V,4.78
52338_hip,68.44349962,52338,160.4510774,1.315,K3III,5.74
86620_hip,72.15691089,86620,265.4921042,0.53,G0V,5.81
20430_hip,25.62931425,20430,65.64559841,-0.041,B9V,5.38
12394_hip,-68.26694624,12394,39.897339,-0.061,B9III,4.12
15004_hip,48.17695327,15004,48.34947111,0.972,G9III,5.93
29679_hip,-20.27218585,29679,93.78501077,1.322,K2III,5.88
96950_hip,-16.12399635,96950,295.629724,0.319,F3IV/V,5.06
49583_hip,16.76266443,49583,151.8331346,-0.031,A0Ib,3.48
44406_hip,7.298266806,44406,135.6867393,1.1,K3III:,5.85
24555_hip,11.34135364,24555,79.01722563,-0.012,A0V,5.52
49669_hip,11.96720706,49669,152.0929611,-0.087,B7V,1.36
11033_hip,-17.66216933,11033,35.52076129,1.231,K2III,5.89
31167_hip,-5.868819879,31167,98.09637147,0.256,F0Vnn+...,5.6
111043_hip,-43.74922369,111043,337.4393059,1.57,M4.5IIIa,4.12
28328_hip,-42.81513544,28328,89.78668859,1.146,K0III,3.96
78401_hip,-22.62170993,78401,240.0833594,-0.117,B0.2IV,2.29
102281_hip,15.07458079,102281,310.8647244,0.302,A7IIIp d Del,4.43
8241_hip,-53.52203715,8241,26.52609562,0.031,A1V,5.04
101899_hip,30.33426539,101899,309.7479876,1.088,K2III,5.68
110609_hip,49.47639255,110609,336.1291296,0.092,B9Iab,4.55
29808_hip,-39.26439442,29808,94.14828215,0.163,A2Vm...,6
91004_hip,-24.0322826,91004,278.4728577,1.795,K3III,5.49
171_hip,27.08225603,171,0.542313214,0.69,G3V,5.8
67929_hip,-1.503124722,67929,208.6756116,1.093,K2III,5.16
107374_hip,62.46056748,107374,326.2219984,0.312,O9II,5.94
25980_hip,-1.591831131,25980,83.17230526,-0.188,B1IV,5.34
11569_hip,67.40247393,11569,37.26644081,0.153,A5p Sr,4.46
78459_hip,33.3035093,78459,240.2610899,0.612,G2V,5.39
54539_hip,44.49848682,54539,167.4158685,1.144,K1III,3
109081_hip,-59.63607191,109081,331.462569,1.468,K4III,5.62
95456_hip,-29.30935898,95456,291.2668425,1.278,K3III,5.91
15197_hip,-8.819729861,15197,48.95843559,0.232,A5m,4.8
17529_hip,42.57854862,17529,56.29846606,0.425,F5IIvar,3.77
20884_hip,1.380820761,20884,67.13383172,-0.099,B3V,5.53
74184_hip,-67.08413313,74184,227.3746395,0.675,F8Iab-Ib,5.76
12148_hip,7.730026058,12148,39.14612752,1.04,K0III:,5.81
84105_hip,-48.87339888,84105,257.9111672,1.786,M1/M2III,5.94
92390_hip,-20.32465604,92390,282.4171094,1.404,K2III,5.22
61281_hip,69.78823768,61281,188.3706014,-0.116,B6IIIp,3.85
116380_hip,71.64204313,116380,353.746001,1.681,K0Ib,5.86
90133_hip,-75.04427681,90133,275.9018684,0.043,A0V,5.47
33878_hip,-5.722065357,33878,105.4849354,1.687,M2III,5.22
116582_hip,44.428994,116582,354.3835148,-0.064,B8V,5.81
36640_hip,-8.881325677,36640,113.0240114,0.54,F5V,5.9
36641_hip,1.914480909,36641,113.0247871,0.23,F0III,5.24
84405_hip,-26.60282934,84405,258.8374093,0.855,K2:III:,4.33
74239_hip,-26.33262119,74239,227.577629,1.045,K0III,5.75
49812_hip,-8.408170347,49812,152.5314204,0.026,A1V,5.91
1706_hip,-77.42687264,1706,5.369920484,1.397,K3III,5.96
82925_hip,-23.15034582,82925,254.2001531,-0.018,A0V,5.57
105942_hip,37.11679843,105942,321.8390252,-0.14,B3V,5.3
12390_hip,-11.87215595,12390,39.89097607,0.447,F5V,4.83
68815_hip,-76.79675222,68815,211.3328252,1.239,M6.5III,5.69
115312_hip,-26.98676884,115312,350.3145756,0.817,G5IV,5.65
104101_hip,5.958199188,104101,316.3613335,0.538,F8V,5.94
92133_hip,52.98796032,92133,281.6795332,-0.096,B2.5V,5.91
39079_hip,-3.679582822,39079,119.9339687,1.205,K2III,4.93
67664_hip,-69.40125831,67664,207.9476256,1.704,K5/M0III,5.73
86170_hip,-38.63530828,86170,264.136804,1.075,G8/K0III/IV,4.26
53824_hip,6.101449364,53824,165.1866767,0.166,A5III,4.98
4463_hip,23.41764802,4463,14.30166657,0.94,G8III-IV,4.4
109410_hip,33.17822387,109410,332.4968502,0.471,F5III,4.28
97928_hip,-8.574210998,97928,298.5344884,1.664,K5III,5.76
207_hip,66.09896618,207,0.650362407,1.073,G8III,5.87
13665_hip,61.52113777,13665,43.98716905,0.445,F4V,5.59
98032_hip,-41.86828808,98032,298.8154058,1.063,K0III,4.12
67787_hip,17.93286824,67787,208.3038777,0.845,G5III,5.71
68245_hip,-42.10075343,68245,209.5677752,-0.224,B2IV,3.83
80650_hip,68.76813711,80650,246.9958902,-0.051,A0III,4.94
79797_hip,-67.94128543,79797,244.2725523,0.159,A4V,5.95
95294_hip,-44.79977847,95294,290.804737,0.35,F2III,4.27
41723_hip,-32.15928517,41723,127.6192126,1.509,K3III,5.61
79953_hip,49.03815923,79953,244.796723,1.369,K6III,5.93
59384_hip,81.70983258,59384,182.749939,1.618,K5III:,6
73776_hip,-64.03135005,73776,226.2007768,0.935,G8III,5.16
23522_hip,60.44224552,23522,75.8545419,0.921,G0Ib,4.03
85792_hip,-49.8761448,85792,262.9603887,-0.136,B2Vne,2.84
116231_hip,-37.81826761,116231,353.2427472,-0.095,B9.5IVMNpe.,4.38
26727_hip,-1.942572236,26727,85.18969642,-0.199,O9.5Ib SB,1.74
93713_hip,53.39665426,93713,286.2298564,-0.014,A0Vn,5.4
74696_hip,-48.07366118,74696,228.9736079,0.21,A3m,5.96
116310_hip,31.32527712,116310,353.4882817,1.383,K4III,4.97
92202_hip,-5.705146962,92202,281.870626,1.28,K0Ibpvar,5.38
114389_hip,9.822082273,114389,347.5060857,-0.068,B9III,5.39
23261_hip,39.39470095,23261,75.07641266,0.415,F5V,5.95
13782_hip,-23.86216374,13782,44.34902489,0.238,A5IV/V,5.44
112917_hip,43.31241729,112917,343.008479,1.559,M0III,4.95
16537_hip,-9.458262155,16537,53.23268409,0.881,K2V,3.72
96807_hip,-0.621233227,96807,295.1805009,0.123,A3IV,5.64
82080_hip,82.03726206,82080,251.4926824,0.897,G5IIIvar,4.21
76425_hip,10.01017604,76425,234.1232483,0.925,K0p,5.26
67665_hip,34.4442404,67665,207.9478127,1.611,K5III,4.76
20380_hip,56.50631755,20380,65.46585794,0.112,A3V,5.91
21296_hip,-8.23135239,21296,68.54845226,1.708,M3III,5.2
33421_hip,33.6810387,33421,104.2521644,0.878,G5III,5.91
5372_hip,86.25709041,5372,17.18698865,1.213,K2II-III,4.24
2611_hip,54.89498495,2611,8.293310862,1.037,K0III,5.93
87294_hip,-40.09043487,87294,267.5463032,0.259,A6Ib,4.78
58427_hip,-64.33956043,58427,179.6985862,0.174,A3Ib,5.59
54840_hip,-53.23181261,54840,168.4141404,1.309,K2III,5.75
86623_hip,15.95242979,86623,265.4943083,0.387,F4Vw,5.54
4267_hip,19.18841742,4267,13.64677843,-0.016,A1Vn,5.8
34817_hip,-36.54438135,34817,108.1075959,-0.145,B4V,5.94
52911_hip,10.54520211,52911,162.3142918,0.035,A2V,5.32
48802_hip,57.41819578,48802,149.306711,0.895,G8III,5.97
102945_hip,-5.626632762,102945,312.8572847,0.464,F5IV-V,5.99
34301_hip,-11.29401399,34301,106.6698614,0.033,B0.5IV,5.41
102358_hip,56.48840467,102358,311.0918803,1.643,M3III,5.91
54746_hip,-49.10099614,54746,168.1377383,0.175,A2III,5.37
12225_hip,-52.5430859,12225,39.3515484,0.289,A6V,5.3
35957_hip,-31.80890499,35957,111.182723,1.071,K1III,5.35
86011_hip,-32.5816618,86011,263.6770556,0.045,O5/6(e),5.69
11102_hip,-51.09212882,11102,35.72781208,0.213,A5V,5.9
118121_hip,-64.2982311,118121,359.3961575,0.06,A1V,5
16292_hip,55.45180834,16292,52.50076524,0.022,A1V,5.09
76397_hip,-44.39682312,76397,234.0504158,1.497,M0III,5.44
117299_hip,57.45135891,117299,356.757996,1.63,K3II,5.55
63125_hip,38.3183798,63125,194.0069474,-0.115,A0spe...,2.89
7535_hip,12.14153479,7535,24.27465281,0.347,F0V,5.54
118234_hip,-52.74580691,118234,359.7324138,1.121,K1III,5.13
95188_hip,-18.30838831,95188,290.4620649,1.062,K0III,5.84
17584_hip,45.6818995,17584,56.49691551,-0.08,B6V,5.66
9132_hip,27.80438081,9132,29.43226733,1.576,M2III,5.84
18614_hip,35.7910326,18614,59.74125467,0.016,O7.5Iab:,3.98
32844_hip,41.78123001,32844,102.6914351,1.256,K3III,4.99
379_hip,67.16644546,379,1.174921628,1.051,K1III,5.68
17457_hip,-1.163091225,17457,56.12712547,-0.088,B7V,5.24
32921_hip,21.76114781,32921,102.8876913,-0.02,A2V,5.28
24244_hip,-11.86921875,24244,78.07459272,-0.099,B8V,4.45
45924_hip,-42.19486035,45924,140.462447,1.637,M3Ib,5.56
10234_hip,-1.825429452,10234,32.89931243,0.967,G9III:,5.94
27713_hip,-9.041899999,27713,88.03220371,0.1,A2Vn,5.95
79404_hip,-27.92637196,79404,243.0758538,-0.172,B2V,4.58
87158_hip,20.56544091,87158,267.1032006,0.938,G5IV,5.69
7906_hip,30.04711962,7906,25.41348626,1.015,K0III,5.97
107188_hip,-18.86632305,107188,325.6646132,0.868,G8III,4.72
71500_hip,-46.13343907,71500,219.3339709,0.927,K0III,5.39
83895_hip,65.71468331,83895,257.1966484,-0.12,B6III,3.17
40215_hip,68.47407195,40215,123.2032788,1.037,G8II,5.34
85819_hip,55.1842426,85819,263.0440406,0.251,Am...,4.89
75097_hip,71.83401605,75097,230.1821478,0.058,A3II-III,3
51056_hip,33.79612024,51056,156.4783928,0.26,F0V,4.72
75312_hip,30.2878122,75312,230.8012969,0.577,G2V,4.99
27072_hip,-22.44838217,27072,86.11579339,0.481,F7V,3.59
57791_hip,-5.33333191,57791,177.7592972,1.058,K0IV,5.62
39953_hip,-47.33658771,39953,122.383126,-0.145,WC8 + O9I,1.75
81710_hip,-68.29612306,81710,250.3462843,-0.078,B7IV,5.89
58952_hip,76.90573364,58952,181.3129908,1.029,G9III,5.78
103836_hip,-38.53097047,103836,315.6131993,1.106,K2III,5.93
37322_hip,-38.13928702,37322,114.9325532,-0.125,B5V,5.73
13061_hip,29.24711818,13061,41.97725287,1.112,K1III,4.52
43305_hip,-3.443023373,43305,132.3405259,-0.08,B9MNp...,5.3
68523_hip,-45.60342079,68523,210.43123,0.598,F6II,4.34
104755_hip,-70.12626669,104755,318.3354563,1.578,M2III,5.06
5081_hip,14.94613348,5081,16.27231523,0.42,F4II-III,5.64
75730_hip,-16.71648418,75730,232.0642008,1.545,K4III,5.64
65535_hip,-39.75510736,65535,201.5323613,1.181,Kp...,5.11
77909_hip,-25.24374125,77909,238.6647088,-0.065,B8III/IV,5.87
48319_hip,59.03873553,48319,147.7473243,0.291,F0IV,3.78
83216_hip,-48.64775886,83216,255.1123346,0.883,G5IV,5.98
89153_hip,-23.70123522,89153,272.930554,1.055,K0III,4.96
48833_hip,41.05563358,48833,149.4210585,0.481,F6Vs,5.11
101483_hip,13.02725466,101483,308.4876778,0.093,A3IVs,5.39
8704_hip,55.14738474,8704,27.99716741,-0.175,B1.5V,5.53
13701_hip,-8.898144458,13701,44.10687368,1.088,K1III-IV,3.89
94648_hip,73.35546795,94648,288.8877344,1.257,K3III,4.45
23972_hip,-8.754080955,23972,77.28659571,-0.187,B2IVn,4.25
102395_hip,-66.20321257,102395,311.2395599,0.163,A5IV,3.42
21588_hip,16.03329069,21588,69.53935407,0.312,F0V,5.78
92782_hip,71.29719191,92782,283.5993945,1.151,K0III,4.82
72959_hip,-33.30057489,72959,223.6579777,1.429,K2III,5.85
6592_hip,-41.49254863,6592,21.16994358,1.03,K0III,5.42
43121_hip,12.10995219,43121,131.7334087,0.12,A1V,5.89
34802_hip,-40.49880847,34802,108.0658611,0.072,A3p...,5.3
102098_hip,45.280338,102098,310.3579781,0.092,A2Ia,1.25
2711_hip,-52.37309007,2711,8.615969514,0.472,F3IV-V,5.57
112832_hip,-39.15683359,112832,342.7589976,1.444,K3III,5.43
114366_hip,-28.08857186,114366,347.4359605,1.311,K2III,5.88
85079_hip,-47.46819665,85079,260.8169801,-0.097,B2IIIne,5.21
85749_hip,2.724506835,85749,262.8388914,0.844,G8III,5.57
42365_hip,32.80202066,42365,129.5790876,1.111,K2III:,5.96
86847_hip,-42.72930245,86847,266.1750412,0.163,A2/A3IV/V,5.87
66417_hip,24.61329748,66417,204.2461792,1.593,M2III,5.72
105966_hip,27.60859324,105966,321.9169061,0.049,A1V,5.39
17891_hip,63.29696669,17891,57.40249205,0.189,A5Vn,5.82
31416_hip,-22.96479303,31416,98.76411763,-0.035,A0III,4.54
71053_hip,30.37143717,71053,217.957458,1.298,K3III,3.57
34981_hip,-26.35250672,34981,108.5633839,-0.17,B3III,4.42
